"water_year","flux_kgy","flow_m3y","tp_mgl","RSQ","p.value","RMSE"
2001,2286.72264314866,11787053.1253138,0.216666666666667,95.991046113442,0,0.237899940730156
2002,825.653506564572,5600211.42360247,0.133333333333333,95.991046113442,0,0.237899940730156
2003,1388.23250255695,7635762.27744137,0.178333333333333,95.991046113442,0,0.237899940730156
2004,1249.13785736516,6555986.88280519,0.202,95.991046113442,0,0.237899940730156
2005,2197.94637863707,10608351.5651989,0.156666666666667,95.991046113442,0,0.237899940730156
2006,2849.78397771291,11985773.5973038,0.19,95.991046113442,0,0.237899940730156
2007,1901.92956913875,9389956.94355014,0.185,95.991046113442,0,0.237899940730156
2008,3951.8102625461,14483192.4586273,0.22,95.991046113442,0,0.237899940730156
2009,3466.66842881211,14368738.1786008,0.196666666666667,95.991046113442,0,0.237899940730156
2010,3411.54715267188,13820705.2564134,0.195,95.991046113442,0,0.237899940730156
2011,4396.81071467331,17683848.0427255,0.178333333333333,95.991046113442,0,0.237899940730156
2012,627.415810937504,4892225.26933855,0.148333333333333,95.991046113442,0,0.237899940730156
2013,1363.41338725074,6962954.00243452,0.162,95.991046113442,0,0.237899940730156
2014,3040.42739068687,13867190.1917775,0.174285714285714,95.991046113442,0,0.237899940730156
2015,4093.83691280462,19240092.5056091,0.216,95.991046113442,0,0.237899940730156
