water_year,flux_kgy,flow_m3y,tn_mgl,RSQ,p.value,RMSE
2012,181.5860128,1577190.654,0.258333333,81.34517067,8.50E-07,0.556019368
2013,165.6415622,1497490.418,0.215454545,81.34517067,8.50E-07,0.556019368
