"water_year","flux_kgy","flow_m3y","tp_mgl","RSQ","p.value","RMSE"
2001,1235.84135087158,12565036.3367482,0.142,63.3506149384282,7.7715611723761e-16,0.52629392337771
2002,775.486156994132,9889058.35482794,0.065,63.3506149384282,7.7715611723761e-16,0.52629392337771
2003,1100.27388985581,14745510.8126047,0.0673333333333333,63.3506149384282,7.7715611723761e-16,0.52629392337771
2004,958.125582879576,15966646.133635,0.0438333333333333,63.3506149384282,7.7715611723761e-16,0.52629392337771
2005,1299.84196218722,22760492.2995953,0.0676666666666667,63.3506149384282,7.7715611723761e-16,0.52629392337771
2006,835.038823893841,17160280.8759929,0.0481666666666667,63.3506149384282,7.7715611723761e-16,0.52629392337771
2007,486.611940686189,12391905.1378534,0.0438333333333333,63.3506149384282,7.7715611723761e-16,0.52629392337771
2008,724.127384602378,16566859.298194,0.0508333333333333,63.3506149384282,7.7715611723761e-16,0.52629392337771
2009,1878.27386370427,33909537.0603452,0.0403333333333333,63.3506149384282,7.7715611723761e-16,0.52629392337771
2010,472.436397909559,12856754.4914945,0.0392,63.3506149384282,7.7715611723761e-16,0.52629392337771
2011,1572.51079967508,28713010.6017468,0.0492857142857143,63.3506149384282,7.7715611723761e-16,0.52629392337771
2012,665.651963039957,15568943.9148418,0.0213333333333333,63.3506149384282,7.7715611723761e-16,0.52629392337771
2013,535.501533808852,12095869.4968504,0.0336666666666667,63.3506149384282,7.7715611723761e-16,0.52629392337771
2014,1444.8650808837,23596930.7414258,0.141666666666667,63.3506149384282,7.7715611723761e-16,0.52629392337771
