"water_year","flux_kgy","flow_m3y","tp_mgl","RSQ","p.value","RMSE"
2001,36.0783110090237,1244414.4694571,0.131,74.8101992726759,0,0.373093297421936
2002,43.0614927776801,1491921.76763337,0.0681428571428571,74.8101992726759,0,0.373093297421936
2003,31.2237165251845,1375220.114114,0.0442857142857143,74.8101992726759,0,0.373093297421936
2004,35.3304515419598,1468814.3295306,0.04525,74.8101992726759,0,0.373093297421936
2005,21.9634940346994,1238211.88356715,0.0558,74.8101992726759,0,0.373093297421936
2006,28.2328365094078,1339010.7960409,0.073,74.8101992726759,0,0.373093297421936
2007,30.1412503040803,1352956.27665014,0.0552,74.8101992726759,0,0.373093297421936
2008,24.9543599022863,1317053.11475186,0.061,74.8101992726759,0,0.373093297421936
2009,23.8822565641665,1299987.91609051,0.0578,74.8101992726759,0,0.373093297421936
2010,21.3762632853181,1232707.08858982,0.0684,74.8101992726759,0,0.373093297421936
2011,25.6950772142144,1304514.08084964,0.0548,74.8101992726759,0,0.373093297421936
2012,23.5986877727509,1233877.23353309,0.0586,74.8101992726759,0,0.373093297421936
2013,30.5600485086255,1328196.93212988,0.054,74.8101992726759,0,0.373093297421936
2014,31.5520045614319,1395428.48949329,0.079,74.8101992726759,0,0.373093297421936
