"water_year","flux_kgy","flow_m3y","tp_mgl","RSQ","p.value","RMSE"
2001,3172.13094523604,13814514.8825745,0.2815,89.8545822031197,0,0.421276494784398
2002,8736.39577707613,48965762.9672258,0.149166666666667,89.8545822031197,0,0.421276494784398
2003,5023.03861016192,34477142.5868964,0.167,89.8545822031197,0,0.421276494784398
2004,6185.16084345106,35781000.236821,0.115833333333333,89.8545822031197,0,0.421276494784398
2005,6837.20602423117,41858461.0076079,0.236,89.8545822031197,0,0.421276494784398
2006,13345.9694060718,104160507.273242,0.107774193548387,89.8545822031197,0,0.421276494784398
2007,15039.8453666712,104358679.892426,0.110871794871795,89.8545822031197,0,0.421276494784398
2008,17215.8566703349,120989310.585986,0.14909756097561,89.8545822031197,0,0.421276494784398
2009,10930.6098038616,73649263.645568,0.141894736842105,89.8545822031197,0,0.421276494784398
2010,17045.7172434858,120574582.607864,0.128128205128205,89.8545822031197,0,0.421276494784398
2011,20548.8951964797,141678743.26317,0.118631578947368,89.8545822031197,0,0.421276494784398
2012,11338.907092198,130599838.862485,0.289333333333333,89.8545822031197,0,0.421276494784398
