water_year,flux_kgy,flow_m3y,tn_mgl,RSQ,p.value,RMSE
2006,9681.126952,106920581.3,0.172,59.93502021,2.93E-10,0.538466712
2007,8647.384977,23080993.7,0.29,59.93502021,2.93E-10,0.538466712
2008,7736.819134,19402012.54,0.874,59.93502021,2.93E-10,0.538466712
2009,4776.151588,7873080.105,0.284571429,59.93502021,2.93E-10,0.538466712
2010,5021.365764,15320456.07,0.199666667,59.93502021,2.93E-10,0.538466712
2011,13670.98395,67696745.34,0.212083333,59.93502021,2.93E-10,0.538466712
2012,3223.024927,22556729.72,0.234833333,59.93502021,2.93E-10,0.538466712
