water_year,flux_kgy,flow_m3y,tn_mgl,RSQ,p.value,RMSE
2010,24209.21298,9015361.042,3.4362,79.73082515,2.12E-12,0.5057244
2011,85920.85587,31585290.29,1.672777778,79.73082515,2.12E-12,0.5057244
2012,59312.73987,6149501.057,2.026285714,79.73082515,2.12E-12,0.5057244
2013,55711.26371,3205992.595,3.528555556,79.73082515,2.12E-12,0.5057244
2014,51228.57691,2297493.682,5.44875,79.73082515,2.12E-12,0.5057244
