"water_year","flux_TN_kgy","flux_TP_kgy","flux_TN_kgy_se","flux_TP_kgy_se","flow_m3y","tp_mgl","tn_mgl","RSQ_TN","p.value_TN","RMSE_TN","RSQ_TP","p.value_TP","RMSE_TP"
2001,67074.0296000168,1912.00760913592,13756.7577678835,166.917779502273,NA,NA,NA,95.5459945016031,0,0.296717238026218,87.4912239739485,0,0.47038680732142
2002,35124.0614190997,1430.45233798797,5958.63177763011,178.263517652808,NA,NA,NA,95.5459945016031,0,0.296717238026218,87.4912239739485,0,0.47038680732142
2003,25840.941693499,1221.66006833012,2916.33643991141,100.991109983218,NA,0.064072,1.329533,95.5459945016031,0,0.296717238026218,87.4912239739485,0,0.47038680732142
2004,14984.6476882329,911.284820946432,1235.22571106925,82.5520242325531,NA,0.0839671666666667,1.2744935,95.5459945016031,0,0.296717238026218,87.4912239739485,0,0.47038680732142
2005,15481.7336883123,1137.84641088083,1071.91916571919,98.8491144506956,NA,NA,NA,95.5459945016031,0,0.296717238026218,87.4912239739485,0,0.47038680732142
2006,15286.0370951254,888.168723778153,1013.67768072389,75.675175576567,NA,0.0457142857142857,0.918571428571429,95.5459945016031,0,0.296717238026218,87.4912239739485,0,0.47038680732142
2007,20031.2729855885,1659.19827428063,1445.17704868659,144.235284814966,NA,0.0693283333333333,0.6966698,95.5459945016031,0,0.296717238026218,87.4912239739485,0,0.47038680732142
2008,14137.2768989445,1221.60766681401,919.631393266511,100.452252050931,NA,0.0539238571428571,0.910714285714286,95.5459945016031,0,0.296717238026218,87.4912239739485,0,0.47038680732142
2009,32294.7015071607,3025.76399229305,2340.31092083145,303.701313671166,NA,0.07966,0.9224975,95.5459945016031,0,0.296717238026218,87.4912239739485,0,0.47038680732142
2010,46068.7067694141,3939.64522394781,3648.76752992514,418.136852686204,NA,0.0716,0.968178181818182,95.5459945016031,0,0.296717238026218,87.4912239739485,0,0.47038680732142
2011,35374.1972090358,2889.86532953192,2453.48862005299,287.603706317737,NA,0.09554,1.09613,95.5459945016031,0,0.296717238026218,87.4912239739485,0,0.47038680732142
2012,35300.1140793361,1799.85249965857,NA,154.744748887714,NA,0.11975,1.15700833333333,95.5459945016031,0,0.296717238026218,87.4912239739485,0,0.47038680732142
2013,24723.4507125767,1591.60939897314,NA,137.729830320996,NA,0.107071428571429,1.29268571428571,95.5459945016031,0,0.296717238026218,87.4912239739485,0,0.47038680732142
2014,63473.3544041816,3001.3410852128,7187.80457599109,299.362276022814,37620918.7655712,0.0510333333333333,1.98666666666667,95.5459945016031,0,0.296717238026218,87.4912239739485,0,0.47038680732142
2015,108259.239319462,4523.98569831825,18320.1066129729,559.921782838931,NA,NA,NA,95.5459945016031,0,0.296717238026218,87.4912239739485,0,0.47038680732142
