water_year,flux_kgy,flow_m3y,tn_mgl,RSQ,p.value,RMSE
2008,17124.20929,381608698.3,0.54,96.67441241,0,0.214507534
2009,65063.73781,135572090.7,0.541363636,96.67441241,0,0.214507534
2010,66770.58242,130938276.6,0.560909091,96.67441241,0,0.214507534
2011,143683.1424,291235459.8,0.5425,96.67441241,0,0.214507534
2012,11782.02707,754990971.7,0.52,96.67441241,0,0.214507534
