water_year,lagoslakeid,res_time_yr,total_Pin_ugl,totTNload_gm2yr,TN_removal_gNm2yr,Pret_coef,lake_lon_decdeg,lake_lat_decdeg
2002,456953,235.4978168,189.5047834,386.5333435,41202.05432,8.574631811,-120.0966536,39.40590211
2002,456953,235.4978168,189.5047834,386.5333435,41202.05432,8.574631811,-120.0966536,39.40590211
2002,456953,235.4978168,189.5047834,386.5333435,41202.05432,8.574631811,-120.0966536,39.40590211
2002,456953,235.4978168,189.5047834,386.5333435,41202.05432,8.574631811,-120.0966536,39.40590211
2002,456953,235.4978168,189.5047834,386.5333435,41202.05432,8.574631811,-120.0966536,39.40590211
2002,456953,235.4978168,189.5047834,386.5333435,41202.05432,8.574631811,-120.0966536,39.40590211
2002,456953,235.4978168,189.5047834,386.5333435,41202.05432,8.574631811,-120.0966536,39.40590211
2002,456953,235.4978168,189.5047834,386.5333435,41202.05432,8.574631811,-120.0966536,39.40590211
2002,456953,235.4978168,189.5047834,386.5333435,41202.05432,8.574631811,-120.0966536,39.40590211
2002,456953,235.4978168,189.5047834,386.5333435,41202.05432,8.574631811,-120.0966536,39.40590211
2002,456953,235.4978168,189.5047834,386.5333435,41202.05432,8.574631811,-120.0966536,39.40590211
2002,456953,235.4978168,189.5047834,386.5333435,41202.05432,8.574631811,-120.0966536,39.40590211
2002,456953,235.4978168,189.5047834,386.5333435,41202.05432,8.574631811,-120.0966536,39.40590211
2002,456953,235.4978168,189.5047834,386.5333435,41202.05432,8.574631811,-120.0966536,39.40590211
2003,456953,235.4978168,225.074813,579.0825163,88386.2861,9.988009201,-120.0966536,39.40590211
2003,456953,235.4978168,225.074813,579.0825163,88386.2861,9.988009201,-120.0966536,39.40590211
2003,456953,235.4978168,225.074813,579.0825163,88386.2861,9.988009201,-120.0966536,39.40590211
2003,456953,235.4978168,225.074813,579.0825163,88386.2861,9.988009201,-120.0966536,39.40590211
2003,456953,235.4978168,225.074813,579.0825163,88386.2861,9.988009201,-120.0966536,39.40590211
2003,456953,235.4978168,225.074813,579.0825163,88386.2861,9.988009201,-120.0966536,39.40590211
2003,456953,235.4978168,225.074813,579.0825163,88386.2861,9.988009201,-120.0966536,39.40590211
2003,456953,235.4978168,225.074813,579.0825163,88386.2861,9.988009201,-120.0966536,39.40590211
2003,456953,235.4978168,225.074813,579.0825163,88386.2861,9.988009201,-120.0966536,39.40590211
2003,456953,235.4978168,225.074813,579.0825163,88386.2861,9.988009201,-120.0966536,39.40590211
2003,456953,235.4978168,225.074813,579.0825163,88386.2861,9.988009201,-120.0966536,39.40590211
2003,456953,235.4978168,225.074813,579.0825163,88386.2861,9.988009201,-120.0966536,39.40590211
2003,456953,235.4978168,225.074813,579.0825163,88386.2861,9.988009201,-120.0966536,39.40590211
2003,456953,235.4978168,225.074813,579.0825163,88386.2861,9.988009201,-120.0966536,39.40590211
2003,456953,235.4978168,225.074813,579.0825163,88386.2861,9.988009201,-120.0966536,39.40590211
2003,456953,235.4978168,225.074813,579.0825163,88386.2861,9.988009201,-120.0966536,39.40590211
2003,456953,235.4978168,225.074813,579.0825163,88386.2861,9.988009201,-120.0966536,39.40590211
2003,456953,235.4978168,225.074813,579.0825163,88386.2861,9.988009201,-120.0966536,39.40590211
2003,456953,235.4978168,225.074813,579.0825163,88386.2861,9.988009201,-120.0966536,39.40590211
2003,456953,235.4978168,225.074813,579.0825163,88386.2861,9.988009201,-120.0966536,39.40590211
2003,456953,235.4978168,225.074813,579.0825163,88386.2861,9.988009201,-120.0966536,39.40590211
2003,456953,235.4978168,225.074813,579.0825163,88386.2861,9.988009201,-120.0966536,39.40590211
2003,456953,235.4978168,225.074813,579.0825163,88386.2861,9.988009201,-120.0966536,39.40590211
2003,456953,235.4978168,225.074813,579.0825163,88386.2861,9.988009201,-120.0966536,39.40590211
2003,456953,235.4978168,225.074813,579.0825163,88386.2861,9.988009201,-120.0966536,39.40590211
2003,456953,235.4978168,225.074813,579.0825163,88386.2861,9.988009201,-120.0966536,39.40590211
2003,456953,235.4978168,225.074813,579.0825163,88386.2861,9.988009201,-120.0966536,39.40590211
2003,456953,235.4978168,225.074813,579.0825163,88386.2861,9.988009201,-120.0966536,39.40590211
2003,456953,235.4978168,225.074813,579.0825163,88386.2861,9.988009201,-120.0966536,39.40590211
2003,456953,235.4978168,225.074813,579.0825163,88386.2861,9.988009201,-120.0966536,39.40590211
2003,456953,235.4978168,225.074813,579.0825163,88386.2861,9.988009201,-120.0966536,39.40590211
2003,456953,235.4978168,225.074813,579.0825163,88386.2861,9.988009201,-120.0966536,39.40590211
2003,456953,235.4978168,225.074813,579.0825163,88386.2861,9.988009201,-120.0966536,39.40590211
2003,456953,235.4978168,225.074813,579.0825163,88386.2861,9.988009201,-120.0966536,39.40590211
2003,456953,235.4978168,225.074813,579.0825163,88386.2861,9.988009201,-120.0966536,39.40590211
2003,456953,235.4978168,225.074813,579.0825163,88386.2861,9.988009201,-120.0966536,39.40590211
2004,456953,235.4978168,202.7066796,378.883549,39675.98318,9.102666338,-120.0966536,39.40590211
2004,456953,235.4978168,202.7066796,378.883549,39675.98318,9.102666338,-120.0966536,39.40590211
2004,456953,235.4978168,202.7066796,378.883549,39675.98318,9.102666338,-120.0966536,39.40590211
2004,456953,235.4978168,202.7066796,378.883549,39675.98318,9.102666338,-120.0966536,39.40590211
2004,456953,235.4978168,202.7066796,378.883549,39675.98318,9.102666338,-120.0966536,39.40590211
2004,456953,235.4978168,202.7066796,378.883549,39675.98318,9.102666338,-120.0966536,39.40590211
2004,456953,235.4978168,202.7066796,378.883549,39675.98318,9.102666338,-120.0966536,39.40590211
2004,456953,235.4978168,202.7066796,378.883549,39675.98318,9.102666338,-120.0966536,39.40590211
2004,456953,235.4978168,202.7066796,378.883549,39675.98318,9.102666338,-120.0966536,39.40590211
2004,456953,235.4978168,202.7066796,378.883549,39675.98318,9.102666338,-120.0966536,39.40590211
2004,456953,235.4978168,202.7066796,378.883549,39675.98318,9.102666338,-120.0966536,39.40590211
2004,456953,235.4978168,202.7066796,378.883549,39675.98318,9.102666338,-120.0966536,39.40590211
2004,456953,235.4978168,202.7066796,378.883549,39675.98318,9.102666338,-120.0966536,39.40590211
2004,456953,235.4978168,202.7066796,378.883549,39675.98318,9.102666338,-120.0966536,39.40590211
2004,456953,235.4978168,202.7066796,378.883549,39675.98318,9.102666338,-120.0966536,39.40590211
2004,456953,235.4978168,202.7066796,378.883549,39675.98318,9.102666338,-120.0966536,39.40590211
2004,456953,235.4978168,202.7066796,378.883549,39675.98318,9.102666338,-120.0966536,39.40590211
2004,456953,235.4978168,202.7066796,378.883549,39675.98318,9.102666338,-120.0966536,39.40590211
2004,456953,235.4978168,202.7066796,378.883549,39675.98318,9.102666338,-120.0966536,39.40590211
2004,456953,235.4978168,202.7066796,378.883549,39675.98318,9.102666338,-120.0966536,39.40590211
2004,456953,235.4978168,202.7066796,378.883549,39675.98318,9.102666338,-120.0966536,39.40590211
2004,456953,235.4978168,202.7066796,378.883549,39675.98318,9.102666338,-120.0966536,39.40590211
2004,456953,235.4978168,202.7066796,378.883549,39675.98318,9.102666338,-120.0966536,39.40590211
2004,456953,235.4978168,202.7066796,378.883549,39675.98318,9.102666338,-120.0966536,39.40590211
2004,456953,235.4978168,202.7066796,378.883549,39675.98318,9.102666338,-120.0966536,39.40590211
2004,456953,235.4978168,202.7066796,378.883549,39675.98318,9.102666338,-120.0966536,39.40590211
2004,456953,235.4978168,202.7066796,378.883549,39675.98318,9.102666338,-120.0966536,39.40590211
2004,456953,235.4978168,202.7066796,378.883549,39675.98318,9.102666338,-120.0966536,39.40590211
2004,456953,235.4978168,202.7066796,378.883549,39675.98318,9.102666338,-120.0966536,39.40590211
2004,456953,235.4978168,202.7066796,378.883549,39675.98318,9.102666338,-120.0966536,39.40590211
2004,456953,235.4978168,202.7066796,378.883549,39675.98318,9.102666338,-120.0966536,39.40590211
2004,456953,235.4978168,202.7066796,378.883549,39675.98318,9.102666338,-120.0966536,39.40590211
2004,456953,235.4978168,202.7066796,378.883549,39675.98318,9.102666338,-120.0966536,39.40590211
2004,456953,235.4978168,202.7066796,378.883549,39675.98318,9.102666338,-120.0966536,39.40590211
2004,456953,235.4978168,202.7066796,378.883549,39675.98318,9.102666338,-120.0966536,39.40590211
2004,456953,235.4978168,202.7066796,378.883549,39675.98318,9.102666338,-120.0966536,39.40590211
2005,456953,235.4978168,293.3503893,936.6344694,219119.1533,12.6292442,-120.0966536,39.40590211
2005,456953,235.4978168,293.3503893,936.6344694,219119.1533,12.6292442,-120.0966536,39.40590211
2005,456953,235.4978168,293.3503893,936.6344694,219119.1533,12.6292442,-120.0966536,39.40590211
2005,456953,235.4978168,293.3503893,936.6344694,219119.1533,12.6292442,-120.0966536,39.40590211
2005,456953,235.4978168,293.3503893,936.6344694,219119.1533,12.6292442,-120.0966536,39.40590211
2005,456953,235.4978168,293.3503893,936.6344694,219119.1533,12.6292442,-120.0966536,39.40590211
2005,456953,235.4978168,293.3503893,936.6344694,219119.1533,12.6292442,-120.0966536,39.40590211
2005,456953,235.4978168,293.3503893,936.6344694,219119.1533,12.6292442,-120.0966536,39.40590211
2005,456953,235.4978168,293.3503893,936.6344694,219119.1533,12.6292442,-120.0966536,39.40590211
2005,456953,235.4978168,293.3503893,936.6344694,219119.1533,12.6292442,-120.0966536,39.40590211
2005,456953,235.4978168,293.3503893,936.6344694,219119.1533,12.6292442,-120.0966536,39.40590211
2005,456953,235.4978168,293.3503893,936.6344694,219119.1533,12.6292442,-120.0966536,39.40590211
2005,456953,235.4978168,293.3503893,936.6344694,219119.1533,12.6292442,-120.0966536,39.40590211
2005,456953,235.4978168,293.3503893,936.6344694,219119.1533,12.6292442,-120.0966536,39.40590211
2005,456953,235.4978168,293.3503893,936.6344694,219119.1533,12.6292442,-120.0966536,39.40590211
2005,456953,235.4978168,293.3503893,936.6344694,219119.1533,12.6292442,-120.0966536,39.40590211
2005,456953,235.4978168,293.3503893,936.6344694,219119.1533,12.6292442,-120.0966536,39.40590211
2005,456953,235.4978168,293.3503893,936.6344694,219119.1533,12.6292442,-120.0966536,39.40590211
2005,456953,235.4978168,293.3503893,936.6344694,219119.1533,12.6292442,-120.0966536,39.40590211
2005,456953,235.4978168,293.3503893,936.6344694,219119.1533,12.6292442,-120.0966536,39.40590211
2005,456953,235.4978168,293.3503893,936.6344694,219119.1533,12.6292442,-120.0966536,39.40590211
2005,456953,235.4978168,293.3503893,936.6344694,219119.1533,12.6292442,-120.0966536,39.40590211
2005,456953,235.4978168,293.3503893,936.6344694,219119.1533,12.6292442,-120.0966536,39.40590211
2005,456953,235.4978168,293.3503893,936.6344694,219119.1533,12.6292442,-120.0966536,39.40590211
2005,456953,235.4978168,293.3503893,936.6344694,219119.1533,12.6292442,-120.0966536,39.40590211
2005,456953,235.4978168,293.3503893,936.6344694,219119.1533,12.6292442,-120.0966536,39.40590211
2005,456953,235.4978168,293.3503893,936.6344694,219119.1533,12.6292442,-120.0966536,39.40590211
2005,456953,235.4978168,293.3503893,936.6344694,219119.1533,12.6292442,-120.0966536,39.40590211
2005,456953,235.4978168,293.3503893,936.6344694,219119.1533,12.6292442,-120.0966536,39.40590211
2005,456953,235.4978168,293.3503893,936.6344694,219119.1533,12.6292442,-120.0966536,39.40590211
2005,456953,235.4978168,293.3503893,936.6344694,219119.1533,12.6292442,-120.0966536,39.40590211
2005,456953,235.4978168,293.3503893,936.6344694,219119.1533,12.6292442,-120.0966536,39.40590211
2005,456953,235.4978168,293.3503893,936.6344694,219119.1533,12.6292442,-120.0966536,39.40590211
2005,456953,235.4978168,293.3503893,936.6344694,219119.1533,12.6292442,-120.0966536,39.40590211
2005,456953,235.4978168,293.3503893,936.6344694,219119.1533,12.6292442,-120.0966536,39.40590211
2005,456953,235.4978168,293.3503893,936.6344694,219119.1533,12.6292442,-120.0966536,39.40590211
2006,456953,235.4978168,453.5474782,2427.669957,1323254.906,18.56333052,-120.0966536,39.40590211
2006,456953,235.4978168,453.5474782,2427.669957,1323254.906,18.56333052,-120.0966536,39.40590211
2006,456953,235.4978168,453.5474782,2427.669957,1323254.906,18.56333052,-120.0966536,39.40590211
2006,456953,235.4978168,453.5474782,2427.669957,1323254.906,18.56333052,-120.0966536,39.40590211
2006,456953,235.4978168,453.5474782,2427.669957,1323254.906,18.56333052,-120.0966536,39.40590211
2006,456953,235.4978168,453.5474782,2427.669957,1323254.906,18.56333052,-120.0966536,39.40590211
2006,456953,235.4978168,453.5474782,2427.669957,1323254.906,18.56333052,-120.0966536,39.40590211
2006,456953,235.4978168,453.5474782,2427.669957,1323254.906,18.56333052,-120.0966536,39.40590211
2006,456953,235.4978168,453.5474782,2427.669957,1323254.906,18.56333052,-120.0966536,39.40590211
2006,456953,235.4978168,453.5474782,2427.669957,1323254.906,18.56333052,-120.0966536,39.40590211
2006,456953,235.4978168,453.5474782,2427.669957,1323254.906,18.56333052,-120.0966536,39.40590211
2006,456953,235.4978168,453.5474782,2427.669957,1323254.906,18.56333052,-120.0966536,39.40590211
2006,456953,235.4978168,453.5474782,2427.669957,1323254.906,18.56333052,-120.0966536,39.40590211
2006,456953,235.4978168,453.5474782,2427.669957,1323254.906,18.56333052,-120.0966536,39.40590211
2006,456953,235.4978168,453.5474782,2427.669957,1323254.906,18.56333052,-120.0966536,39.40590211
2006,456953,235.4978168,453.5474782,2427.669957,1323254.906,18.56333052,-120.0966536,39.40590211
2006,456953,235.4978168,453.5474782,2427.669957,1323254.906,18.56333052,-120.0966536,39.40590211
2006,456953,235.4978168,453.5474782,2427.669957,1323254.906,18.56333052,-120.0966536,39.40590211
2006,456953,235.4978168,453.5474782,2427.669957,1323254.906,18.56333052,-120.0966536,39.40590211
2006,456953,235.4978168,453.5474782,2427.669957,1323254.906,18.56333052,-120.0966536,39.40590211
2006,456953,235.4978168,453.5474782,2427.669957,1323254.906,18.56333052,-120.0966536,39.40590211
2006,456953,235.4978168,453.5474782,2427.669957,1323254.906,18.56333052,-120.0966536,39.40590211
2006,456953,235.4978168,453.5474782,2427.669957,1323254.906,18.56333052,-120.0966536,39.40590211
2006,456953,235.4978168,453.5474782,2427.669957,1323254.906,18.56333052,-120.0966536,39.40590211
2006,456953,235.4978168,453.5474782,2427.669957,1323254.906,18.56333052,-120.0966536,39.40590211
2006,456953,235.4978168,453.5474782,2427.669957,1323254.906,18.56333052,-120.0966536,39.40590211
2006,456953,235.4978168,453.5474782,2427.669957,1323254.906,18.56333052,-120.0966536,39.40590211
2006,456953,235.4978168,453.5474782,2427.669957,1323254.906,18.56333052,-120.0966536,39.40590211
2006,456953,235.4978168,453.5474782,2427.669957,1323254.906,18.56333052,-120.0966536,39.40590211
2006,456953,235.4978168,453.5474782,2427.669957,1323254.906,18.56333052,-120.0966536,39.40590211
2006,456953,235.4978168,453.5474782,2427.669957,1323254.906,18.56333052,-120.0966536,39.40590211
2006,456953,235.4978168,453.5474782,2427.669957,1323254.906,18.56333052,-120.0966536,39.40590211
2006,456953,235.4978168,453.5474782,2427.669957,1323254.906,18.56333052,-120.0966536,39.40590211
2006,456953,235.4978168,453.5474782,2427.669957,1323254.906,18.56333052,-120.0966536,39.40590211
2006,456953,235.4978168,453.5474782,2427.669957,1323254.906,18.56333052,-120.0966536,39.40590211
2006,456953,235.4978168,453.5474782,2427.669957,1323254.906,18.56333052,-120.0966536,39.40590211
2007,456953,235.4978168,207.7561049,336.7142377,31752.09471,9.303514864,-120.0966536,39.40590211
2007,456953,235.4978168,207.7561049,336.7142377,31752.09471,9.303514864,-120.0966536,39.40590211
2007,456953,235.4978168,207.7561049,336.7142377,31752.09471,9.303514864,-120.0966536,39.40590211
2007,456953,235.4978168,207.7561049,336.7142377,31752.09471,9.303514864,-120.0966536,39.40590211
2007,456953,235.4978168,207.7561049,336.7142377,31752.09471,9.303514864,-120.0966536,39.40590211
2007,456953,235.4978168,207.7561049,336.7142377,31752.09471,9.303514864,-120.0966536,39.40590211
2007,456953,235.4978168,207.7561049,336.7142377,31752.09471,9.303514864,-120.0966536,39.40590211
2007,456953,235.4978168,207.7561049,336.7142377,31752.09471,9.303514864,-120.0966536,39.40590211
2007,456953,235.4978168,207.7561049,336.7142377,31752.09471,9.303514864,-120.0966536,39.40590211
2007,456953,235.4978168,207.7561049,336.7142377,31752.09471,9.303514864,-120.0966536,39.40590211
2007,456953,235.4978168,207.7561049,336.7142377,31752.09471,9.303514864,-120.0966536,39.40590211
2007,456953,235.4978168,207.7561049,336.7142377,31752.09471,9.303514864,-120.0966536,39.40590211
2007,456953,235.4978168,207.7561049,336.7142377,31752.09471,9.303514864,-120.0966536,39.40590211
2007,456953,235.4978168,207.7561049,336.7142377,31752.09471,9.303514864,-120.0966536,39.40590211
2007,456953,235.4978168,207.7561049,336.7142377,31752.09471,9.303514864,-120.0966536,39.40590211
2007,456953,235.4978168,207.7561049,336.7142377,31752.09471,9.303514864,-120.0966536,39.40590211
2007,456953,235.4978168,207.7561049,336.7142377,31752.09471,9.303514864,-120.0966536,39.40590211
2007,456953,235.4978168,207.7561049,336.7142377,31752.09471,9.303514864,-120.0966536,39.40590211
2007,456953,235.4978168,207.7561049,336.7142377,31752.09471,9.303514864,-120.0966536,39.40590211
2007,456953,235.4978168,207.7561049,336.7142377,31752.09471,9.303514864,-120.0966536,39.40590211
2007,456953,235.4978168,207.7561049,336.7142377,31752.09471,9.303514864,-120.0966536,39.40590211
2007,456953,235.4978168,207.7561049,336.7142377,31752.09471,9.303514864,-120.0966536,39.40590211
2007,456953,235.4978168,207.7561049,336.7142377,31752.09471,9.303514864,-120.0966536,39.40590211
2007,456953,235.4978168,207.7561049,336.7142377,31752.09471,9.303514864,-120.0966536,39.40590211
2007,456953,235.4978168,207.7561049,336.7142377,31752.09471,9.303514864,-120.0966536,39.40590211
2007,456953,235.4978168,207.7561049,336.7142377,31752.09471,9.303514864,-120.0966536,39.40590211
2007,456953,235.4978168,207.7561049,336.7142377,31752.09471,9.303514864,-120.0966536,39.40590211
2007,456953,235.4978168,207.7561049,336.7142377,31752.09471,9.303514864,-120.0966536,39.40590211
2007,456953,235.4978168,207.7561049,336.7142377,31752.09471,9.303514864,-120.0966536,39.40590211
2007,456953,235.4978168,207.7561049,336.7142377,31752.09471,9.303514864,-120.0966536,39.40590211
2007,456953,235.4978168,207.7561049,336.7142377,31752.09471,9.303514864,-120.0966536,39.40590211
2007,456953,235.4978168,207.7561049,336.7142377,31752.09471,9.303514864,-120.0966536,39.40590211
2007,456953,235.4978168,207.7561049,336.7142377,31752.09471,9.303514864,-120.0966536,39.40590211
2007,456953,235.4978168,207.7561049,336.7142377,31752.09471,9.303514864,-120.0966536,39.40590211
2007,456953,235.4978168,207.7561049,336.7142377,31752.09471,9.303514864,-120.0966536,39.40590211
2007,456953,235.4978168,207.7561049,336.7142377,31752.09471,9.303514864,-120.0966536,39.40590211
2008,456953,235.4978168,220.8765315,321.9163081,29168.83684,9.822682433,-120.0966536,39.40590211
2008,456953,235.4978168,220.8765315,321.9163081,29168.83684,9.822682433,-120.0966536,39.40590211
2008,456953,235.4978168,220.8765315,321.9163081,29168.83684,9.822682433,-120.0966536,39.40590211
2008,456953,235.4978168,220.8765315,321.9163081,29168.83684,9.822682433,-120.0966536,39.40590211
2008,456953,235.4978168,220.8765315,321.9163081,29168.83684,9.822682433,-120.0966536,39.40590211
2008,456953,235.4978168,220.8765315,321.9163081,29168.83684,9.822682433,-120.0966536,39.40590211
2008,456953,235.4978168,220.8765315,321.9163081,29168.83684,9.822682433,-120.0966536,39.40590211
2008,456953,235.4978168,220.8765315,321.9163081,29168.83684,9.822682433,-120.0966536,39.40590211
2008,456953,235.4978168,220.8765315,321.9163081,29168.83684,9.822682433,-120.0966536,39.40590211
2008,456953,235.4978168,220.8765315,321.9163081,29168.83684,9.822682433,-120.0966536,39.40590211
2008,456953,235.4978168,220.8765315,321.9163081,29168.83684,9.822682433,-120.0966536,39.40590211
2008,456953,235.4978168,220.8765315,321.9163081,29168.83684,9.822682433,-120.0966536,39.40590211
2008,456953,235.4978168,220.8765315,321.9163081,29168.83684,9.822682433,-120.0966536,39.40590211
2008,456953,235.4978168,220.8765315,321.9163081,29168.83684,9.822682433,-120.0966536,39.40590211
2008,456953,235.4978168,220.8765315,321.9163081,29168.83684,9.822682433,-120.0966536,39.40590211
2008,456953,235.4978168,220.8765315,321.9163081,29168.83684,9.822682433,-120.0966536,39.40590211
2008,456953,235.4978168,220.8765315,321.9163081,29168.83684,9.822682433,-120.0966536,39.40590211
2008,456953,235.4978168,220.8765315,321.9163081,29168.83684,9.822682433,-120.0966536,39.40590211
2008,456953,235.4978168,220.8765315,321.9163081,29168.83684,9.822682433,-120.0966536,39.40590211
2008,456953,235.4978168,220.8765315,321.9163081,29168.83684,9.822682433,-120.0966536,39.40590211
2008,456953,235.4978168,220.8765315,321.9163081,29168.83684,9.822682433,-120.0966536,39.40590211
2008,456953,235.4978168,220.8765315,321.9163081,29168.83684,9.822682433,-120.0966536,39.40590211
2008,456953,235.4978168,220.8765315,321.9163081,29168.83684,9.822682433,-120.0966536,39.40590211
2008,456953,235.4978168,220.8765315,321.9163081,29168.83684,9.822682433,-120.0966536,39.40590211
2008,456953,235.4978168,220.8765315,321.9163081,29168.83684,9.822682433,-120.0966536,39.40590211
2008,456953,235.4978168,220.8765315,321.9163081,29168.83684,9.822682433,-120.0966536,39.40590211
2008,456953,235.4978168,220.8765315,321.9163081,29168.83684,9.822682433,-120.0966536,39.40590211
2008,456953,235.4978168,220.8765315,321.9163081,29168.83684,9.822682433,-120.0966536,39.40590211
2008,456953,235.4978168,220.8765315,321.9163081,29168.83684,9.822682433,-120.0966536,39.40590211
2008,456953,235.4978168,220.8765315,321.9163081,29168.83684,9.822682433,-120.0966536,39.40590211
2008,456953,235.4978168,220.8765315,321.9163081,29168.83684,9.822682433,-120.0966536,39.40590211
2008,456953,235.4978168,220.8765315,321.9163081,29168.83684,9.822682433,-120.0966536,39.40590211
2008,456953,235.4978168,220.8765315,321.9163081,29168.83684,9.822682433,-120.0966536,39.40590211
2008,456953,235.4978168,220.8765315,321.9163081,29168.83684,9.822682433,-120.0966536,39.40590211
2008,456953,235.4978168,220.8765315,321.9163081,29168.83684,9.822682433,-120.0966536,39.40590211
2008,456953,235.4978168,220.8765315,321.9163081,29168.83684,9.822682433,-120.0966536,39.40590211
2009,456953,235.4978168,249.3970167,532.1606946,75352.09147,10.93871477,-120.0966536,39.40590211
2009,456953,235.4978168,249.3970167,532.1606946,75352.09147,10.93871477,-120.0966536,39.40590211
2009,456953,235.4978168,249.3970167,532.1606946,75352.09147,10.93871477,-120.0966536,39.40590211
2009,456953,235.4978168,249.3970167,532.1606946,75352.09147,10.93871477,-120.0966536,39.40590211
2009,456953,235.4978168,249.3970167,532.1606946,75352.09147,10.93871477,-120.0966536,39.40590211
2009,456953,235.4978168,249.3970167,532.1606946,75352.09147,10.93871477,-120.0966536,39.40590211
2009,456953,235.4978168,249.3970167,532.1606946,75352.09147,10.93871477,-120.0966536,39.40590211
2009,456953,235.4978168,249.3970167,532.1606946,75352.09147,10.93871477,-120.0966536,39.40590211
2009,456953,235.4978168,249.3970167,532.1606946,75352.09147,10.93871477,-120.0966536,39.40590211
2009,456953,235.4978168,249.3970167,532.1606946,75352.09147,10.93871477,-120.0966536,39.40590211
2009,456953,235.4978168,249.3970167,532.1606946,75352.09147,10.93871477,-120.0966536,39.40590211
2009,456953,235.4978168,249.3970167,532.1606946,75352.09147,10.93871477,-120.0966536,39.40590211
2009,456953,235.4978168,249.3970167,532.1606946,75352.09147,10.93871477,-120.0966536,39.40590211
2009,456953,235.4978168,249.3970167,532.1606946,75352.09147,10.93871477,-120.0966536,39.40590211
2009,456953,235.4978168,249.3970167,532.1606946,75352.09147,10.93871477,-120.0966536,39.40590211
2009,456953,235.4978168,249.3970167,532.1606946,75352.09147,10.93871477,-120.0966536,39.40590211
2009,456953,235.4978168,249.3970167,532.1606946,75352.09147,10.93871477,-120.0966536,39.40590211
2009,456953,235.4978168,249.3970167,532.1606946,75352.09147,10.93871477,-120.0966536,39.40590211
2009,456953,235.4978168,249.3970167,532.1606946,75352.09147,10.93871477,-120.0966536,39.40590211
2009,456953,235.4978168,249.3970167,532.1606946,75352.09147,10.93871477,-120.0966536,39.40590211
2009,456953,235.4978168,249.3970167,532.1606946,75352.09147,10.93871477,-120.0966536,39.40590211
2009,456953,235.4978168,249.3970167,532.1606946,75352.09147,10.93871477,-120.0966536,39.40590211
2009,456953,235.4978168,249.3970167,532.1606946,75352.09147,10.93871477,-120.0966536,39.40590211
2009,456953,235.4978168,249.3970167,532.1606946,75352.09147,10.93871477,-120.0966536,39.40590211
2009,456953,235.4978168,249.3970167,532.1606946,75352.09147,10.93871477,-120.0966536,39.40590211
2009,456953,235.4978168,249.3970167,532.1606946,75352.09147,10.93871477,-120.0966536,39.40590211
2009,456953,235.4978168,249.3970167,532.1606946,75352.09147,10.93871477,-120.0966536,39.40590211
2009,456953,235.4978168,249.3970167,532.1606946,75352.09147,10.93871477,-120.0966536,39.40590211
2009,456953,235.4978168,249.3970167,532.1606946,75352.09147,10.93871477,-120.0966536,39.40590211
2009,456953,235.4978168,249.3970167,532.1606946,75352.09147,10.93871477,-120.0966536,39.40590211
2009,456953,235.4978168,249.3970167,532.1606946,75352.09147,10.93871477,-120.0966536,39.40590211
2009,456953,235.4978168,249.3970167,532.1606946,75352.09147,10.93871477,-120.0966536,39.40590211
2009,456953,235.4978168,249.3970167,532.1606946,75352.09147,10.93871477,-120.0966536,39.40590211
2009,456953,235.4978168,249.3970167,532.1606946,75352.09147,10.93871477,-120.0966536,39.40590211
2009,456953,235.4978168,249.3970167,532.1606946,75352.09147,10.93871477,-120.0966536,39.40590211
2009,456953,235.4978168,249.3970167,532.1606946,75352.09147,10.93871477,-120.0966536,39.40590211
2010,456953,235.4978168,286.3693912,655.2043194,111598.0594,12.36290785,-120.0966536,39.40590211
2010,456953,235.4978168,286.3693912,655.2043194,111598.0594,12.36290785,-120.0966536,39.40590211
2010,456953,235.4978168,286.3693912,655.2043194,111598.0594,12.36290785,-120.0966536,39.40590211
2010,456953,235.4978168,286.3693912,655.2043194,111598.0594,12.36290785,-120.0966536,39.40590211
2010,456953,235.4978168,286.3693912,655.2043194,111598.0594,12.36290785,-120.0966536,39.40590211
2010,456953,235.4978168,286.3693912,655.2043194,111598.0594,12.36290785,-120.0966536,39.40590211
2010,456953,235.4978168,286.3693912,655.2043194,111598.0594,12.36290785,-120.0966536,39.40590211
2010,456953,235.4978168,286.3693912,655.2043194,111598.0594,12.36290785,-120.0966536,39.40590211
2010,456953,235.4978168,286.3693912,655.2043194,111598.0594,12.36290785,-120.0966536,39.40590211
2010,456953,235.4978168,286.3693912,655.2043194,111598.0594,12.36290785,-120.0966536,39.40590211
2010,456953,235.4978168,286.3693912,655.2043194,111598.0594,12.36290785,-120.0966536,39.40590211
2010,456953,235.4978168,286.3693912,655.2043194,111598.0594,12.36290785,-120.0966536,39.40590211
2010,456953,235.4978168,286.3693912,655.2043194,111598.0594,12.36290785,-120.0966536,39.40590211
2010,456953,235.4978168,286.3693912,655.2043194,111598.0594,12.36290785,-120.0966536,39.40590211
2010,456953,235.4978168,286.3693912,655.2043194,111598.0594,12.36290785,-120.0966536,39.40590211
2010,456953,235.4978168,286.3693912,655.2043194,111598.0594,12.36290785,-120.0966536,39.40590211
2010,456953,235.4978168,286.3693912,655.2043194,111598.0594,12.36290785,-120.0966536,39.40590211
2010,456953,235.4978168,286.3693912,655.2043194,111598.0594,12.36290785,-120.0966536,39.40590211
2010,456953,235.4978168,286.3693912,655.2043194,111598.0594,12.36290785,-120.0966536,39.40590211
