"","lagoslakeid","water_year","fluxTN_kgy","fluxTP_kgy","flux_TN_kgy_se","flux_TP_kgy_se","p.value_TN","p.value_TP","lake_namelagos"
"487","341691",2010,68052.11566428,4797.24630888594,14427.517745992,1457.30351122085,0,1.11022302462516e-16,NA
"488","341691",2011,246439.457872896,17227.0258109539,73150.1190626007,7002.36570997721,0,1.11022302462516e-16,NA
"489","341691",2012,17822.624506424,807.703539632958,2302.28751516156,223.92717002978,0,1.11022302462516e-16,NA
"490","341691",2013,57735.8601192107,2950.75656762868,13941.0609542073,1124.60533392944,0,1.11022302462516e-16,NA
"491","341691",2014,229822.922656342,11010.9339487239,57213.9419832829,4402.04892090556,0,1.11022302462516e-16,NA
"492","341691",2015,61783.5767388464,2699.10657581673,10297.255086171,911.940633382023,0,1.11022302462516e-16,NA
"493","472271",2001,94139.2082826879,14864.2056958848,4054.46134340861,4126.80794741076,0,0,"Lake Washington"
"494","472271",2002,217995.7734497,37268.7248635396,9312.16865314389,7892.9923827423,0,0,"Lake Washington"
"495","472271",2003,129286.507014887,14911.9024556329,5277.87775117598,2220.83588285823,0,0,"Lake Washington"
"496","472271",2004,155114.936015597,16111.0989272217,6418.25395553142,1847.95419754288,0,0,"Lake Washington"
"497","472271",2005,129165.93366233,11198.588045916,5462.3318354609,989.024279080732,0,0,"Lake Washington"
"498","472271",2006,204214.981305574,21274.4102727512,9459.74884766211,2357.29363682076,0,0,"Lake Washington"
"499","472271",2007,227718.314168184,26482.8907507772,11426.8657605291,3821.07005788513,0,0,"Lake Washington"
"500","472271",2008,170985.903796559,11013.4768961613,7779.33270862576,890.671897914258,0,0,"Lake Washington"
"501","472271",2009,199807.255127903,21349.1062475253,10309.015071179,4364.28647947228,0,0,"Lake Washington"
"502","472271",2010,149756.307060519,7475.52096724413,6619.39758276673,514.364881582223,0,0,"Lake Washington"
"503","472271",2011,279127.850426632,21356.573797505,13891.1478380906,2946.4169344806,0,0,"Lake Washington"
"504","472271",2012,228088.820766628,11374.3387113493,9972.84983199999,933.466051941741,0,0,"Lake Washington"
"505","472271",2013,202057.381356205,9215.35095156781,8676.85002839925,928.551748288166,0,0,"Lake Washington"
"506","472271",2014,225410.597147027,11342.8433375103,9937.5530961512,1723.21874416822,0,0,"Lake Washington"
"507","472271",2015,182915.930132011,8486.44153779978,7893.22835735016,1623.9831926125,0,0,"Lake Washington"
"508","470712",2001,102004.372844789,172.532073742713,3958.95645392276,NA,0,0,"Capitol lake"
"509","470712",2002,255552.792522151,2211.90733287967,11304.9296490506,3565.73859955894,0,0,"Capitol lake"
"510","470712",2003,184964.37945152,2046.27857738826,6371.9563311847,1894.88190605954,0,0,"Capitol lake"
"511","470712",2004,205066.000063767,2990.70645240123,6387.78305589741,1758.37970920836,0,0,"Capitol lake"
"512","470712",2005,187793.951230511,4210.52675918816,6403.88210452283,1580.32681941679,0,0,"Capitol lake"
"513","470712",2006,312862.313031745,19557.5612050311,14676.4111961239,5837.81951301355,0,0,"Capitol lake"
"514","470712",2007,349522.819930761,25244.7271258897,15186.039990617,4812.91105124977,0,0,"Capitol lake"
"515","470712",2008,279048.867115069,23989.787613718,10325.0323460542,5556.08024104473,0,0,"Capitol lake"
"516","470712",2009,240717.086975943,33431.0724093502,10836.7538293837,10184.4719060202,0,0,"Capitol lake"
"517","470712",2010,275658.759488851,14550.3670856098,8521.72745722886,1019.67408552951,0,0,"Capitol lake"
"518","470712",2011,339643.677309869,25133.0846216653,13641.673517332,2432.49062981168,0,0,"Capitol lake"
"519","470712",2012,297036.233243031,22259.0433829586,14214.444821691,2684.39705607685,0,0,"Capitol lake"
"520","470712",2013,259082.648311518,17261.8132556456,14345.9814724502,2557.27227546809,0,0,"Capitol lake"
"521","470712",2014,265047.049638035,17753.8056652262,19917.4978984715,4365.60750133683,0,0,"Capitol lake"
"522","470712",2015,193035.715297743,6776.55038166569,15790.2664529002,2178.3662456302,0,0,"Capitol lake"
"523","470039",2001,1013238.97783924,100759.885520246,35985.3979024432,27944.3743975917,0,0,NA
"524","470039",2002,4268329.96818369,1868473.95977353,180371.687998483,694263.311608526,0,0,NA
"525","470039",2003,2400561.07482476,474579.334461509,71444.6848667844,127597.735248208,0,0,NA
"526","470039",2004,2497584.77338308,479047.546617584,72211.2999953229,115272.321080108,0,0,NA
"527","470039",2005,1900153.29194628,271171.544482474,56056.2671514016,56850.7854556527,0,0,NA
"528","470039",2006,3395617.10619352,936724.885159827,140141.031677439,271674.822805036,0,0,NA
"529","470039",2007,3525182.40127577,917281.243626388,129520.442094102,211219.324476144,0,0,NA
"530","470039",2008,2837172.98627362,712669.59858514,102844.509186433,222546.114944848,0,0,NA
"531","470039",2009,2145120.00362354,434979.296650848,79288.1929152419,124165.160019568,0,0,NA
"532","470039",2010,2416436.01816053,340724.238348655,71679.9974007732,49686.1396654418,0,0,NA
"533","470039",2011,3006643.65297482,474133.52417701,107405.176442366,79182.9776411238,0,0,NA
"534","470039",2012,2399165.46001644,348867.715220671,100281.732927222,61388.9309411258,0,0,NA
"535","470039",2013,2232712.96121506,380644.789583834,109219.034514911,72759.3594393376,0,0,NA
"536","470039",2014,1787799.66410488,252932.354835126,111477.226171987,54420.4730196756,0,0,NA
"537","470039",2015,1332757.02945156,163293.040569736,97822.8574009504,33821.2032921038,0,0,NA
"538","460768",2001,9898.18960648333,623.378079732064,817.92923566005,63.0822678893041,0,0,"Potholes Reservoir"
"539","460768",2002,9467.18588312954,589.263682650106,706.5667476152,54.5526092802342,0,0,"Potholes Reservoir"
"540","460768",2003,10230.1603989556,590.801279489604,733.895823176416,49.6759294819293,0,0,"Potholes Reservoir"
"541","460768",2004,9908.19323890996,541.329740615122,713.209830457239,40.5871829408863,0,0,"Potholes Reservoir"
"542","460768",2005,10793.1162025766,580.543256393058,738.079074178811,40.0458702248988,0,0,"Potholes Reservoir"
