"","lagoslakeid","water_year","totaldepnitrogen_kgperha","flux","lake_lon_decdeg","lake_lat_decdeg","totTNload_gm2yr","TN_removal_gNm2yr"
"35","341691",2005,4.7333622524,4657.36861932601,-102.271271758,45.7783648482,466.210198157841,58695.122475778
"36","341691",2006,4.5217132422,21124.1426394213,-102.271271758,45.7783648482,2112.86643526635,1018020.81949999
"37","341691",2007,4.8812006409,7482.1424789295,-102.271271758,45.7783648482,748.70236795704,143562.183878694
"38","341691",2008,5.8045070435,2449.07084230658,-102.271271758,45.7783648482,245.487534935008,17484.8479838964
"39","341691",2009,4.4913733551,306165.640992082,-102.271271758,45.7783648482,30617.0132365437,158502136.16912
"40","341691",2010,5.5666133057,68052.11566428,-102.271271758,45.7783648482,6805.76822775857,9266829.15388119
"41","341691",2011,4.6507670215,246439.457872896,-102.271271758,45.7783648482,24644.4108639918,105218096.194087
"42","341691",2012,4.3076810744,17822.624506424,-102.271271758,45.7783648482,1782.69321874984,738621.671843828
"43","341691",2013,6.8561893216,57735.8601192107,-102.271271758,45.7783648482,5774.27163085323,6794496.36110989
"44","341691",2014,5.0036155405,229822.922656342,-102.271271758,45.7783648482,22982.7926271883,92225469.7492935
"45","341691",2015,4.8799401037,61783.5767388464,-102.271271758,45.7783648482,6178.84566789501,7721241.44681552
"46","360319",2001,5.9962778449,27049.5459595452,-105.327489798,39.6320333818,2705.55422373901,1623719.05867749
"47","360319",2002,5.4943558904,14011.4539307132,-105.327489798,39.6320333818,1401.69482866036,469092.67109685
"48","360319",2003,5.7182800882,30899.3386349622,-105.327489798,39.6320333818,3090.50569150504,2087342.9469453
"49","360319",2004,6.2586844278,27542.2854006258,-105.327489798,39.6320333818,2754.85440850536,1680034.87302048
"50","360319",2005,4.9600816255,30766.5084733387,-105.327489798,39.6320333818,3077.14685549642,2070339.8562669
"51","360319",2006,5.9559405125,16111.196804579,-105.327489798,39.6320333818,1611.71527450915,610582.719063525
"52","360319",2007,6.2271780366,39968.3336942593,-105.327489798,39.6320333818,3997.45608722959,3393118.57668838
"53","360319",2008,4.6000138132,18110.5726059679,-105.327489798,39.6320333818,1811.51726197811,761332.610121846
"54","360319",2009,4.3882654705,16497.2513844744,-105.327489798,39.6320333818,1650.16396499449,638375.993037328
"55","360319",2010,4.0589245362,16641.9368490908,-105.327489798,39.6320333818,1664.5995773627,648961.153797068
"56","360319",2011,4.4703843372,12192.6465841521,-105.327489798,39.6320333818,1219.71169684893,360764.032358047
"57","360319",2012,4.8310249594,9965.91601895655,-105.327489798,39.6320333818,997.074704391595,246579.558699042
"58","360319",2013,5.2736751957,26702.5776011317,-105.327489798,39.6320333818,2670.78512763274,1584545.68836943
"59","360319",2014,4.8146381167,20893.8043287896,-105.327489798,39.6320333818,2089.86189669063,997194.046524317
"60","360319",2015,5.485471911,35645.2463270463,-105.327489798,39.6320333818,3565.07317989573,2733573.05639282
"61","361058",2001,6.1629836559,34208.7182452191,-105.06654412,39.5503730147,3421.4881228875,2529422.07490662
"62","361058",2002,5.630080206,15485.0349162997,-105.06654412,39.5503730147,1549.06649965057,566544.948460029
"63","361058",2003,6.5237379023,70208.9406005329,-105.06654412,39.5503730147,7021.54643384352,9829372.30901252
"64","361058",2004,6.7675092699,29583.4956075738,-105.06654412,39.5503730147,2959.02631168437,1922847.07718996
"65","361058",2005,5.5049177679,46301.1960006203,-105.06654412,39.5503730147,4630.67009183882,4478933.65255368
"66","361058",2006,6.9015364973,51844.9819270467,-105.06654412,39.5503730147,5185.1883463544,5545240.48242601
"67","361058",2007,6.6943918083,63042.2170903052,-105.06654412,39.5503730147,6304.89114821135,8021330.42615102
"68","361058",2008,5.2548831863,45093.9733155067,-105.06654412,39.5503730147,4509.9228198693,4260974.76120991
"69","361058",2009,5.7822544481,42042.8209058358,-105.06654412,39.5503730147,4204.86031602839,3733163.48913976
"70","361058",2010,4.9767893809,24064.1864915138,-105.06654412,39.5503730147,2406.91632808947,1301977.18415315
"71","361058",2011,5.2532164439,36468.053684623,-105.06654412,39.5503730147,3647.33069010669,2853879.98875324
"72","361058",2012,5.3658069477,7081.73525921329,-105.06654412,39.5503730147,708.710106616099,129427.38735895
"73","361058",2013,5.6718129551,7289.99120188847,-105.06654412,39.5503730147,729.566301484357,136712.808467097
"74","361058",2014,6.1296395158,7413.74883455003,-105.06654412,39.5503730147,741.987847406583,141140.921698046
"75","361058",2015,6.6929065363,3250.13628994761,-105.06654412,39.5503730147,325.682919648391,29816.5849901584
"76","361261",2003,6.1620931827,1296.4758648901,-103.814832325,41.2238082424,130.26379580728,5284.94541623211
"77","361261",2004,5.620061052,803.172590008867,-103.814832325,41.2238082424,80.8792651060867,2148.94420931255
"78","361261",2005,5.5389637158,415.681865677458,-103.814832325,41.2238082424,42.1220829393258,627.002328401336
"79","361261",2006,5.8748179126,129.755542851953,-103.814832325,41.2238082424,13.5630360764553,73.7947538846381
"80","361261",2007,5.6347374136,0.623392906799541,-103.814832325,41.2238082424,0.625813032039954,0.221647597819579
"81","361261",2008,4.8523967942,2.9695401780458,-103.814832325,41.2238082424,0.78219369722458,0.337726114048462
"82","361261",2009,6.0237940883,278.434915029761,-103.814832325,41.2238082424,28.4458709118061,298.787532967526
"83","361261",2010,3.9958372126,1335.93900700663,-103.814832325,41.2238082424,133.993484421923,5574.27979078983
"84","361261",2011,5.7094672551,671.512498931039,-103.814832325,41.2238082424,67.7221966186139,1536.87828612372
"85","361261",2012,4.0226055177,6288978511.41908,-103.814832325,41.2238082424,628897851.544169,22017758845401896
"86","361261",2013,5.1656517637,10888481418965.3,-103.814832325,41.2238082424,1088848141897.05,2.86573502949974e+22
"87","361261",2014,5.6459981047,11434378388.8699,-103.814832325,41.2238082424,1143437839.45159,68075411031283792
"88","367842",2001,6.7564831431,67074.0296000168,-101.109518959,40.1575724083,6708.07860831599,9017281.5494729
"89","367842",2002,5.9020369438,35124.0614190997,-101.109518959,40.1575724083,3512.99634560435,2658668.44976089
"90","367842",2003,7.9817748118,25840.941693499,-101.109518959,40.1575724083,2584.89234683108,1489704.38254427
"91","367842",2004,8.59542347,14984.6476882329,-101.109518959,40.1575724083,1499.32431117029,532685.96907052
"92","367842",2005,7.3614550168,15481.7336883123,-101.109518959,40.1575724083,1548.90951433291,566436.547446633
"93","367842",2006,7.5127761993,15286.0370951254,-101.109518959,40.1575724083,1529.35498713247,553010.154174134
"94","367842",2007,8.4474426624,20031.2729855885,-101.109518959,40.1575724083,2003.97204282509,921227.59661833
"95","367842",2008,8.2439392677,14137.2768989445,-101.109518959,40.1575724083,1414.55208382122,477249.995940745
"96","367842",2009,9.2287667901,32294.7015071607,-101.109518959,40.1575724083,3230.39302739508,2269313.2719231
"97","367842",2010,7.9192977953,46068.7067694141,-101.109518959,40.1575724083,4607.66260672094,4437008.94390915
"98","367842",2011,8.5356303799,35374.1972090358,-101.109518959,40.1575724083,3538.27328394157,2694903.22218241
"99","367842",2012,7.0072327455,35300.1140793361,-101.109518959,40.1575724083,3530.71213120816,2684040.0414541
"100","367842",2013,9.4847019142,24723.4507125767,-101.109518959,40.1575724083,2473.29354144909,1370600.50147451
"101","367842",2014,7.790899117,63473.3544041816,-101.109518959,40.1575724083,6348.11453032986,8125475.05214742
"102","367842",2015,7.8437557421,108259.239319462,-101.109518959,40.1575724083,10826.7083075204,22264477.5413969
"103","447960",2001,3.6222635662,127796.068960532,-104.385538547,34.6184322035,12779.9691224098,30452302.533237
"104","447960",2002,3.8899751692,31323.5102917642,-104.385538547,34.6184322035,3132.74002669334,2141528.76864484
"105","447960",2003,3.886145821,39057.9250754287,-104.385538547,34.6184322035,3906.18112212497,3248319.16222705
"106","447960",2004,4.4626920594,74430.3075369661,-104.385538547,34.6184322035,7443.47702290255,10974293.1118533
"107","447960",2005,3.934043844,75890.6105140762,-104.385538547,34.6184322035,7589.45445579202,11384194.122556
"108","447960",2006,3.6648238236,85836.2379242163,-104.385538547,34.6184322035,8583.99027480399,14364033.3279037
"109","447960",2007,3.3693556124,70858.7243481172,-104.385538547,34.6184322035,7086.20937037296,10000985.1466757
"110","447960",2008,3.3789035937,89398.1288327195,-104.385538547,34.6184322035,8940.15077363132,15510019.4035048
"111","447960",2009,3.4198378435,49633.0597002545,-104.385538547,34.6184322035,4963.6479538098,5106400.84911057
"112","447960",2010,3.7379689235,53209.7388038481,-104.385538547,34.6184322035,5321.34767727716,5823380.07147788
"113","447960",2011,3.415601655,29620.3096680275,-104.385538547,34.6184322035,2962.37252696825,1926954.76437165
"114","447960",2012,2.9023140987,13223.6061707598,-104.385538547,34.6184322035,1322.65084848585,420399.741866489
"115","447960",2013,3.9331434087,208261.723675543,-104.385538547,34.6184322035,20826.5656818952,76571545.0913661
"116","447960",2014,3.9865059198,42382.9092500335,-104.385538547,34.6184322035,4238.68957559533,3790074.43395441
"117","447960",2015,5.2922662395,18339.1941671992,-104.385538547,34.6184322035,1834.44864334387,779631.510523044
"118","449543",2001,4.1638982857,37544.0870005403,-106.052119189,39.5996114563,3754.8250898826,3014765.42340406
"119","449543",2002,3.9577310061,22013.0806873714,-106.052119189,39.5996114563,2201.70384183775,1100345.79162542
"120","449543",2003,4.2430020279,50688.9671779302,-106.052119189,39.5996114563,5069.32101799581,5313601.4432637
"121","449543",2004,3.9819368733,32989.1827626957,-106.052119189,39.5996114563,3299.3164699569,2361597.54385147
"122","449543",2005,3.886557859,47178.7502895564,-106.052119189,39.5996114563,4718.26368474154,4640244.24676321
"123","449543",2006,4.5643028941,67603.3520305233,-106.052119189,39.5996114563,6760.79163334174,9151538.67729692
"124","449543",2007,4.6438724016,74492.6742989378,-106.052119189,39.5996114563,7449.73181713394,10991711.3928097
"125","449543",2008,3.818817186,61067.1359744043,-106.052119189,39.5996114563,6107.09547915903,7552824.35973007
"126","449543",2009,3.2583397774,62393.1508374083,-106.052119189,39.5996114563,6239.64091771857,7865310.82348756
"127","449543",2010,3.4660790169,49553.0690139819,-106.052119189,39.5996114563,4955.65350929988,5090883.37507822
