"","water_year","lagoslakeid","res_time_yr","total_Pin_ugl","totTNload_gm2yr","TN_removal_gNm2yr","Pret_coef","lake_lon_decdeg","lake_lat_decdeg","Pret_coef.cat","TN_removal_gNm2yr.cat","lake_elevation_m","tmean","tmedian","prec_mean","prec_median","total_precip_mm","mean_annual_temp_k","seasonal_km2","permanent_km2","total_km2","categorical_ts","Pour_long","Pour_lat","lakes1ha_all_pct","lakes1ha_all_ha","lakes1ha_all_n","lakes1ha_all_nperha","lakes1ha_isolated_pct","lakes1ha_isolated_ha","lakes1ha_isolated_n","lakes1ha_isolated_nperha","lakes1ha_headwater_pct","lakes1ha_headwater_ha","lakes1ha_headwater_n","lakes1ha_headwater_nperha","lakes1ha_drainage_pct","lakes1ha_drainage_ha","lakes1ha_drainage_n","lakes1ha_drainage_nperha","lakes1ha_drainagelk_pct","lakes1ha_drainagelk_ha","lakes1ha_drainagelk_n","lakes1ha_drainagelk_nperha","lakes1ha_isolatedperm_pct","lakes1ha_isolatedperm_ha","lakes1ha_isolatedperm_n","lakes1ha_isolatedperm_nperha","lakes1ha_headwaterperm_pct","lakes1ha_headwaterperm_ha","lakes1ha_headwaterperm_n","lakes1ha_headwaterperm_nperha","lakes1ha_drainageperm_pct","lakes1ha_drainageperm_ha","lakes1ha_drainageperm_n","lakes1ha_drainageperm_nperha","lakes1ha_drainagelkperm_pct","lakes1ha_drainagelkperm_ha","lakes1ha_drainagelkperm_n","lakes1ha_drainagelkperm_nperha","lakes1ha_terminal_pct","lakes1ha_terminal_ha","lakes1ha_terminal_n","lakes1ha_terminal_nperha","lakes1ha_terminallk_pct","lakes1ha_terminallk_ha","lakes1ha_terminallk_n","lakes1ha_terminallk_nperha","lakes1ha_terminalperm_pct","lakes1ha_terminalperm_ha","lakes1ha_terminalperm_n","lakes1ha_terminalperm_nperha","lakes1ha_terminallkperm_pct","lakes1ha_terminallkperm_ha","lakes1ha_terminallkperm_n","lakes1ha_terminallkperm_nperha","nlcd_openwater11_pct","nlcd_icesnow12_pct","nlcd_devopen21_pct","nlcd_devlow22_pct","nlcd_devmed23_pct","nlcd_devhi24_pct","nlcd_barren31_pct","nlcd_fordec41_pct","nlcd_forcon42_pct","nlcd_formix43_pct","nlcd_shrub52_pct","nlcd_grass71_pct","nlcd_past81_pct","nlcd_cultcrop82_pct","nlcd_wetwood90_pct","nlcd_wetemerg95_pct","soil_clay_pct","soil_coarse_pct","soil_depthtobedrock_cm","soil_orgcarbon_gperkg","soil_sand_pct","soil_silt_pct","glaciatedlatewisc_pct","elevation_mean_m","elevation_min_m","elevation_max_m","elevation_sd_m","tri_m","topographicwetness","landform_flatplain_pct","landform_smoothplain_pct","landform_escarpment_pct","landform_lowhills_pct","landform_hills_pct","landform_lowmountains_pct","landform_drainagechannel_pct","landform_irregularplain_pct","landform_breaksfoothills_pct","landform_highmountainscanyons_pct","dams_n","dams_npersqkm","roads_mperha","canals_mperha","npdes_cafo_n","npdes_cafo_npersqkm","npdes_majordischarge_n","npdes_majordischarge_npersqkm","npdes_potw_n","npdes_potw_npersqkm","npdes_stormwaterindustrial_n","npdes_stormwaterindustrial_npersqkm","npdes_stormwatermunicipal_n","npdes_stormwatermunicipal_npersqkm","sems_superfundnpl_n","sems_superfundnpl_npersqkm","mines_heavymetal_n","mines_heavymetal_npersqkm","mines_iron_n","mines_iron_npersqkm","mines_peat_n","mines_peat_npersqkm","mines_rareelements_n","mines_rareelements_npersqkm","mines_rockmisc_n","mines_rockmisc_npersqkm","mines_stonegravelclay_n","mines_stonegravelclay_npersqkm","mines_sulfur_n","mines_sulfur_npersqkm","agency_designation_pct","agency_district_pct","agency_federal_pct","agency_joint_pct","agency_local_pct","agency_ngo_pct","agency_private_pct","agency_state_pct","agency_territorial_pct","agency_tribal_pct","agency_unknown_pct","gap_status1_pct","gap_status2_pct","gap_status3_pct","gap_status4_pct","iucn_naturereserve_pct","iucn_wilderness_pct","iucn_nationalpark_pct","iucn_naturalmonument_pct","iucn_habitatspeciesmgt_pct","iucn_other_pct","iucn_unassigned_pct","iucn_protectedlandsea_pct","iucn_protectedsustainable_pct","snowdur","snow_free_days","ann_max_swe","ws_drain_ratio","nws_drain_ratio"
"83",2001,"450041",1.238904143,15.27452223,122.1919206,4683.669063,5.167486123,-106.5802688,38.83550291,"Low","Low",2845.60009766,1.62416666666667,2.21,38.3191666666667,41.55,48187.9055208094,274.945345940701,0.482227271323051,6.16099102123641,6.64321829255946,"oligo",-106.604289,38.820602,"14.5206815788","824.7180377753","1","0.0001760684","0","0","0","0","0","0","0","0","0","0","0","0","14.5206815961","824.7180387549","1","0.0001760684","0","0","0","0","0","0","0","0","0","0","0","0","14.5206815961","824.7180387549","1","0.0001760684","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",11.6655043429,0,1.2648196285,0.2377480505,0.011094909,0,0.0507195841,0.998541812,51.8893045077,0,22.934761935,7.6063526279,0,0,1.3440689786,1.7878653395,"14.2815020072","22.6157412341","1378.89811361","161.478223028","54.2305055242","31.4573519486","82.438004348972","3027.84569079","2844.79956055","3686.95336914","184.940263064","4.0201265149","11.7302643403","6.0229506118","3.3173777975","0.9398972928","0","4.9610093197","32.9915044697","14.6690547138","20.427312496","14.3298674951","2.3410258036",0,0,8.0810184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.8749708,0,0,0,0,0,0,0,0,0,0,94.8749708,0,0,0,0,0,0,94.8749708,0,0,0,172.538467407227,6.53846168518066,0.158286988735199,76.6253397603078,77.9717393132713
"84",2002,"450041",1.238904143,13.38141874,68.32328209,1562.735516,4.532279305,-106.5802688,38.83550291,"Low","Low",2845.60009766,1.03666666666667,2.39,30.2891666666667,25.13,37765.5572381711,274.684961702279,1.3273244684623,4.87503973516511,6.20236420362741,"oligo",-106.604289,38.820602,"14.5206815788","824.7180377753","1","0.0001760684","0","0","0","0","0","0","0","0","0","0","0","0","14.5206815961","824.7180387549","1","0.0001760684","0","0","0","0","0","0","0","0","0","0","0","0","14.5206815961","824.7180387549","1","0.0001760684","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",11.6655043429,0,1.2648196285,0.2377480505,0.011094909,0,0.0507195841,0.998541812,51.8893045077,0,22.934761935,7.6063526279,0,0,1.3440689786,1.7878653395,"14.2815020072","22.6157412341","1378.89811361","161.478223028","54.2305055242","31.4573519486","82.438004348972","3027.84569079","2844.79956055","3686.95336914","184.940263064","4.0201265149","11.7302643403","6.0229506118","3.3173777975","0.9398972928","0","4.9610093197","32.9915044697","14.6690547138","20.427312496","14.3298674951","2.3410258036",0,0,8.0810184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.8749708,0,0,0,0,0,0,0,0,0,0,94.8749708,0,0,0,0,0,0,94.8749708,0,0,0,172.538467407227,6.53846168518066,0.158286988735199,76.6253397603078,77.9717393132713
"85",2003,"450041",1.238904143,15.65326651,120.3551634,4551.626259,5.293272014,-106.5802688,38.83550291,"Low","Low",2845.60009766,1.71583333333333,2.785,41.5341666666667,40.25,49940.8179876589,274.947514469425,0.534176815197754,6.02710205577369,6.56127887097144,"oligo",-106.604289,38.820602,"14.5206815788","824.7180377753","1","0.0001760684","0","0","0","0","0","0","0","0","0","0","0","0","14.5206815961","824.7180387549","1","0.0001760684","0","0","0","0","0","0","0","0","0","0","0","0","14.5206815961","824.7180387549","1","0.0001760684","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",11.6655043429,0,1.2648196285,0.2377480505,0.011094909,0,0.0507195841,0.998541812,51.8893045077,0,22.934761935,7.6063526279,0,0,1.3440689786,1.7878653395,"14.2815020072","22.6157412341","1378.89811361","161.478223028","54.2305055242","31.4573519486","82.438004348972","3027.84569079","2844.79956055","3686.95336914","184.940263064","4.0201265149","11.7302643403","6.0229506118","3.3173777975","0.9398972928","0","4.9610093197","32.9915044697","14.6690547138","20.427312496","14.3298674951","2.3410258036",0,0,8.0810184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.8749708,0,0,0,0,0,0,0,0,0,0,94.8749708,0,0,0,0,0,0,94.8749708,0,0,0,172.538467407227,6.53846168518066,0.158286988735199,76.6253397603078,77.9717393132713
"86",2004,"450041",1.238904143,15.03974982,112.0130051,3974.333294,5.089307951,-106.5802688,38.83550291,"Low","Low",2845.60009766,1.19,2.18,38.3191666666667,35.775,54021.67211567,274.390527303325,0.408181091974954,6.27658650022571,6.68476759220066,"oligo",-106.604289,38.820602,"14.5206815788","824.7180377753","1","0.0001760684","0","0","0","0","0","0","0","0","0","0","0","0","14.5206815961","824.7180387549","1","0.0001760684","0","0","0","0","0","0","0","0","0","0","0","0","14.5206815961","824.7180387549","1","0.0001760684","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",11.6655043429,0,1.2648196285,0.2377480505,0.011094909,0,0.0507195841,0.998541812,51.8893045077,0,22.934761935,7.6063526279,0,0,1.3440689786,1.7878653395,"14.2815020072","22.6157412341","1378.89811361","161.478223028","54.2305055242","31.4573519486","82.438004348972","3027.84569079","2844.79956055","3686.95336914","184.940263064","4.0201265149","11.7302643403","6.0229506118","3.3173777975","0.9398972928","0","4.9610093197","32.9915044697","14.6690547138","20.427312496","14.3298674951","2.3410258036",0,0,8.0810184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.8749708,0,0,0,0,0,0,0,0,0,0,94.8749708,0,0,0,0,0,0,94.8749708,0,0,0,172.538467407227,6.53846168518066,0.158286988735199,76.6253397603078,77.9717393132713
"87",2005,"450041",1.238904143,15.82126738,144.8946634,6461.387028,5.348937853,-106.5802688,38.83550291,"Low","Low",2845.60009766,1.6225,2.25,48.6191666666667,43.49,61844.1440927543,274.558535045872,0.41023545698314,6.26271438267942,6.67294983966256,"oligo",-106.604289,38.820602,"14.5206815788","824.7180377753","1","0.0001760684","0","0","0","0","0","0","0","0","0","0","0","0","14.5206815961","824.7180387549","1","0.0001760684","0","0","0","0","0","0","0","0","0","0","0","0","14.5206815961","824.7180387549","1","0.0001760684","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",11.6655043429,0,1.2648196285,0.2377480505,0.011094909,0,0.0507195841,0.998541812,51.8893045077,0,22.934761935,7.6063526279,0,0,1.3440689786,1.7878653395,"14.2815020072","22.6157412341","1378.89811361","161.478223028","54.2305055242","31.4573519486","82.438004348972","3027.84569079","2844.79956055","3686.95336914","184.940263064","4.0201265149","11.7302643403","6.0229506118","3.3173777975","0.9398972928","0","4.9610093197","32.9915044697","14.6690547138","20.427312496","14.3298674951","2.3410258036",0,0,8.0810184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.8749708,0,0,0,0,0,0,0,0,0,0,94.8749708,0,0,0,0,0,0,94.8749708,0,0,0,172.538467407227,6.53846168518066,0.158286988735199,76.6253397603078,77.9717393132713
"88",2006,"450041",1.238904143,15.44988962,134.9004013,5645.730266,5.225778659,-106.5802688,38.83550291,"Low","Low",2845.60009766,1.49333333333333,1.845,43.6808333333333,41.805,59011.1278309542,274.341430196099,0.318006176867197,6.35914110045549,6.67714727732269,"oligo",-106.604289,38.820602,"14.5206815788","824.7180377753","1","0.0001760684","0","0","0","0","0","0","0","0","0","0","0","0","14.5206815961","824.7180387549","1","0.0001760684","0","0","0","0","0","0","0","0","0","0","0","0","14.5206815961","824.7180387549","1","0.0001760684","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",11.6655043429,0,1.2648196285,0.2377480505,0.011094909,0,0.0507195841,0.998541812,51.8893045077,0,22.934761935,7.6063526279,0,0,1.3440689786,1.7878653395,"14.2815020072","22.6157412341","1378.89811361","161.478223028","54.2305055242","31.4573519486","82.438004348972","3027.84569079","2844.79956055","3686.95336914","184.940263064","4.0201265149","11.7302643403","6.0229506118","3.3173777975","0.9398972928","0","4.9610093197","32.9915044697","14.6690547138","20.427312496","14.3298674951","2.3410258036",0,0,8.0810184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.8749708,0,0,0,0,0,0,0,0,0,0,94.8749708,0,0,0,0,0,0,94.8749708,0,0,0,172.538467407227,6.53846168518066,0.158286988735199,76.6253397603078,77.9717393132713
"89",2007,"450041",1.238904143,14.99650609,140.7465776,6116.570417,5.074890381,-106.5802688,38.83550291,"Low","Low",2845.60009766,2.09583333333333,2.325,42.7783333333333,38.99,54561.4171872607,275.076888907913,0.215127146122951,6.47502262617834,6.69014977230129,"oligo",-106.604289,38.820602,"14.5206815788","824.7180377753","1","0.0001760684","0","0","0","0","0","0","0","0","0","0","0","0","14.5206815961","824.7180387549","1","0.0001760684","0","0","0","0","0","0","0","0","0","0","0","0","14.5206815961","824.7180387549","1","0.0001760684","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",11.6655043429,0,1.2648196285,0.2377480505,0.011094909,0,0.0507195841,0.998541812,51.8893045077,0,22.934761935,7.6063526279,0,0,1.3440689786,1.7878653395,"14.2815020072","22.6157412341","1378.89811361","161.478223028","54.2305055242","31.4573519486","82.438004348972","3027.84569079","2844.79956055","3686.95336914","184.940263064","4.0201265149","11.7302643403","6.0229506118","3.3173777975","0.9398972928","0","4.9610093197","32.9915044697","14.6690547138","20.427312496","14.3298674951","2.3410258036",0,0,8.0810184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.8749708,0,0,0,0,0,0,0,0,0,0,94.8749708,0,0,0,0,0,0,94.8749708,0,0,0,172.538467407227,6.53846168518066,0.158286988735199,76.6253397603078,77.9717393132713
"90",2008,"450041",1.238904143,17.33951061,227.2174682,15109.2952,5.848572293,-106.5802688,38.83550291,"Low","Expected",2845.60009766,0.825,1.085,51.19,43.71,52842.8020652622,273.464140553861,0.3244420803541,6.35609307165623,6.68053515201033,"oligo",-106.604289,38.820602,"14.5206815788","824.7180377753","1","0.0001760684","0","0","0","0","0","0","0","0","0","0","0","0","14.5206815961","824.7180387549","1","0.0001760684","0","0","0","0","0","0","0","0","0","0","0","0","14.5206815961","824.7180387549","1","0.0001760684","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",11.6655043429,0,1.2648196285,0.2377480505,0.011094909,0,0.0507195841,0.998541812,51.8893045077,0,22.934761935,7.6063526279,0,0,1.3440689786,1.7878653395,"14.2815020072","22.6157412341","1378.89811361","161.478223028","54.2305055242","31.4573519486","82.438004348972","3027.84569079","2844.79956055","3686.95336914","184.940263064","4.0201265149","11.7302643403","6.0229506118","3.3173777975","0.9398972928","0","4.9610093197","32.9915044697","14.6690547138","20.427312496","14.3298674951","2.3410258036",0,0,8.0810184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.8749708,0,0,0,0,0,0,0,0,0,0,94.8749708,0,0,0,0,0,0,94.8749708,0,0,0,172.538467407227,6.53846168518066,0.158286988735199,76.6253397603078,77.9717393132713
"91",2009,"450041",1.238904143,16.9017621,189.3675169,10710.88908,5.705128134,-106.5802688,38.83550291,"Low","Low",2845.60009766,1.32583333333333,0.045,43.9725,48.11,46000.7133189482,273.983948841427,0.24111299990737,6.44728534185935,6.68839834176672,"oligo",-106.604289,38.820602,"14.5206815788","824.7180377753","1","0.0001760684","0","0","0","0","0","0","0","0","0","0","0","0","14.5206815961","824.7180387549","1","0.0001760684","0","0","0","0","0","0","0","0","0","0","0","0","14.5206815961","824.7180387549","1","0.0001760684","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",11.6655043429,0,1.2648196285,0.2377480505,0.011094909,0,0.0507195841,0.998541812,51.8893045077,0,22.934761935,7.6063526279,0,0,1.3440689786,1.7878653395,"14.2815020072","22.6157412341","1378.89811361","161.478223028","54.2305055242","31.4573519486","82.438004348972","3027.84569079","2844.79956055","3686.95336914","184.940263064","4.0201265149","11.7302643403","6.0229506118","3.3173777975","0.9398972928","0","4.9610093197","32.9915044697","14.6690547138","20.427312496","14.3298674951","2.3410258036",0,0,8.0810184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.8749708,0,0,0,0,0,0,0,0,0,0,94.8749708,0,0,0,0,0,0,94.8749708,0,0,0,172.538467407227,6.53846168518066,0.158286988735199,76.6253397603078,77.9717393132713
"92",2010,"450041",1.238904143,15.77296543,139.2609353,5995.239162,5.332941403,-106.5802688,38.83550291,"Low","Low",2845.60009766,1.525,2.14,48.14,41.94,59383.3522131826,274.265087657302,0.269180686319269,6.41450610687017,6.68368679318944,"oligo",-106.604289,38.820602,"14.5206815788","824.7180377753","1","0.0001760684","0","0","0","0","0","0","0","0","0","0","0","0","14.5206815961","824.7180387549","1","0.0001760684","0","0","0","0","0","0","0","0","0","0","0","0","14.5206815961","824.7180387549","1","0.0001760684","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",11.6655043429,0,1.2648196285,0.2377480505,0.011094909,0,0.0507195841,0.998541812,51.8893045077,0,22.934761935,7.6063526279,0,0,1.3440689786,1.7878653395,"14.2815020072","22.6157412341","1378.89811361","161.478223028","54.2305055242","31.4573519486","82.438004348972","3027.84569079","2844.79956055","3686.95336914","184.940263064","4.0201265149","11.7302643403","6.0229506118","3.3173777975","0.9398972928","0","4.9610093197","32.9915044697","14.6690547138","20.427312496","14.3298674951","2.3410258036",0,0,8.0810184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.8749708,0,0,0,0,0,0,0,0,0,0,94.8749708,0,0,0,0,0,0,94.8749708,0,0,0,172.538467407227,6.53846168518066,0.158286988735199,76.6253397603078,77.9717393132713
"93",2011,"450041",1.238904143,16.95683346,206.615426,12627.12734,5.723200839,-106.5802688,38.83550291,"Low","Low",2845.60009766,0.9175,1.445,39.6383333333333,40.985,49454.1835883646,273.800985577494,0.492202203972312,6.19109968588604,6.68330188985835,"oligo",-106.604289,38.820602,"14.5206815788","824.7180377753","1","0.0001760684","0","0","0","0","0","0","0","0","0","0","0","0","14.5206815961","824.7180387549","1","0.0001760684","0","0","0","0","0","0","0","0","0","0","0","0","14.5206815961","824.7180387549","1","0.0001760684","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",11.6655043429,0,1.2648196285,0.2377480505,0.011094909,0,0.0507195841,0.998541812,51.8893045077,0,22.934761935,7.6063526279,0,0,1.3440689786,1.7878653395,"14.2815020072","22.6157412341","1378.89811361","161.478223028","54.2305055242","31.4573519486","82.438004348972","3027.84569079","2844.79956055","3686.95336914","184.940263064","4.0201265149","11.7302643403","6.0229506118","3.3173777975","0.9398972928","0","4.9610093197","32.9915044697","14.6690547138","20.427312496","14.3298674951","2.3410258036",0,0,8.0810184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.8749708,0,0,0,0,0,0,0,0,0,0,94.8749708,0,0,0,0,0,0,94.8749708,0,0,0,172.538467407227,6.53846168518066,0.158286988735199,76.6253397603078,77.9717393132713
"94",2012,"450041",1.238904143,13.66104409,77.02641887,1959.754821,4.626823435,-106.5802688,38.83550291,"Low","Low",2845.60009766,2.2975,3.155,33.5733333333333,28.98,39643.5076583563,275.743977141034,0.430098029716222,6.05178305844512,6.48188108816134,"oligo",-106.604289,38.820602,"14.5206815788","824.7180377753","1","0.0001760684","0","0","0","0","0","0","0","0","0","0","0","0","14.5206815961","824.7180387549","1","0.0001760684","0","0","0","0","0","0","0","0","0","0","0","0","14.5206815961","824.7180387549","1","0.0001760684","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",11.6655043429,0,1.2648196285,0.2377480505,0.011094909,0,0.0507195841,0.998541812,51.8893045077,0,22.934761935,7.6063526279,0,0,1.3440689786,1.7878653395,"14.2815020072","22.6157412341","1378.89811361","161.478223028","54.2305055242","31.4573519486","82.438004348972","3027.84569079","2844.79956055","3686.95336914","184.940263064","4.0201265149","11.7302643403","6.0229506118","3.3173777975","0.9398972928","0","4.9610093197","32.9915044697","14.6690547138","20.427312496","14.3298674951","2.3410258036",0,0,8.0810184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.8749708,0,0,0,0,0,0,0,0,0,0,94.8749708,0,0,0,0,0,0,94.8749708,0,0,0,172.538467407227,6.53846168518066,0.158286988735199,76.6253397603078,77.9717393132713
"95",2013,"450041",1.238904143,15.19354268,107.5473303,3680.471397,5.140538429,-106.5802688,38.83550291,"Low","Low",2845.60009766,0.876666666666667,0.515,47.58,45.355,56868.2484523399,273.807236223635,0.360226938545257,6.2554285799338,6.61565551847906,"eu/mixo",-106.604289,38.820602,"14.5206815788","824.7180377753","1","0.0001760684","0","0","0","0","0","0","0","0","0","0","0","0","14.5206815961","824.7180387549","1","0.0001760684","0","0","0","0","0","0","0","0","0","0","0","0","14.5206815961","824.7180387549","1","0.0001760684","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",11.6655043429,0,1.2648196285,0.2377480505,0.011094909,0,0.0507195841,0.998541812,51.8893045077,0,22.934761935,7.6063526279,0,0,1.3440689786,1.7878653395,"14.2815020072","22.6157412341","1378.89811361","161.478223028","54.2305055242","31.4573519486","82.438004348972","3027.84569079","2844.79956055","3686.95336914","184.940263064","4.0201265149","11.7302643403","6.0229506118","3.3173777975","0.9398972928","0","4.9610093197","32.9915044697","14.6690547138","20.427312496","14.3298674951","2.3410258036",0,0,8.0810184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.8749708,0,0,0,0,0,0,0,0,0,0,94.8749708,0,0,0,0,0,0,94.8749708,0,0,0,172.538467407227,6.53846168518066,0.158286988735199,76.6253397603078,77.9717393132713
"96",2014,"450041",1.238904143,16.39059356,180.1158116,9744.331139,5.537005117,-106.5802688,38.83550291,"Low","Low",2845.60009766,1.5575,2,50.3741666666667,53.485,61924.0487721163,274.20719859631,0.242130896439616,6.43199963599351,6.67413053243313,"oligo",-106.604289,38.820602,"14.5206815788","824.7180377753","1","0.0001760684","0","0","0","0","0","0","0","0","0","0","0","0","14.5206815961","824.7180387549","1","0.0001760684","0","0","0","0","0","0","0","0","0","0","0","0","14.5206815961","824.7180387549","1","0.0001760684","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",11.6655043429,0,1.2648196285,0.2377480505,0.011094909,0,0.0507195841,0.998541812,51.8893045077,0,22.934761935,7.6063526279,0,0,1.3440689786,1.7878653395,"14.2815020072","22.6157412341","1378.89811361","161.478223028","54.2305055242","31.4573519486","82.438004348972","3027.84569079","2844.79956055","3686.95336914","184.940263064","4.0201265149","11.7302643403","6.0229506118","3.3173777975","0.9398972928","0","4.9610093197","32.9915044697","14.6690547138","20.427312496","14.3298674951","2.3410258036",0,0,8.0810184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.8749708,0,0,0,0,0,0,0,0,0,0,94.8749708,0,0,0,0,0,0,94.8749708,0,0,0,172.538467407227,6.53846168518066,0.158286988735199,76.6253397603078,77.9717393132713
"97",2015,"450041",1.238904143,15.84794998,169.1627863,8655.784131,5.357771722,-106.5802688,38.83550291,"Low","Low",2845.60009766,2.385,2.635,45.45,40.485,47615.4153222178,276.91001538426,0.335490131454169,6.35633117051954,6.69182130197371,"oligo",-106.604289,38.820602,"14.5206815788","824.7180377753","1","0.0001760684","0","0","0","0","0","0","0","0","0","0","0","0","14.5206815961","824.7180387549","1","0.0001760684","0","0","0","0","0","0","0","0","0","0","0","0","14.5206815961","824.7180387549","1","0.0001760684","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",11.6655043429,0,1.2648196285,0.2377480505,0.011094909,0,0.0507195841,0.998541812,51.8893045077,0,22.934761935,7.6063526279,0,0,1.3440689786,1.7878653395,"14.2815020072","22.6157412341","1378.89811361","161.478223028","54.2305055242","31.4573519486","82.438004348972","3027.84569079","2844.79956055","3686.95336914","184.940263064","4.0201265149","11.7302643403","6.0229506118","3.3173777975","0.9398972928","0","4.9610093197","32.9915044697","14.6690547138","20.427312496","14.3298674951","2.3410258036",0,0,8.0810184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.8749708,0,0,0,0,0,0,0,0,0,0,94.8749708,0,0,0,0,0,0,94.8749708,0,0,0,172.538467407227,6.53846168518066,0.158286988735199,76.6253397603078,77.9717393132713
"98",2001,"450098",0.55890411,91.32400518,1933.289711,860839.6106,31.99718603,-107.2113066,38.47141656,"High","High",2293.30004883,5.19666666666667,6.075,22.7333333333333,16.55,101692.470674403,276.661667031515,2.6613806808668,28.941357438326,31.6027381191928,"oligo",-107.333611,38.45367,"17.6338981435","2277.5692102619","4","0.0003096968","0","0","0","0","0","0","0","0","0.1060505832","13.6973425257","2","0.0001548484","17.5278475656","2263.8718684096","2","0.0001548484","0","0","0","0","0.0118563397","1.5313479797","1","7.74242e-05","0.0941942434","12.165994546","1","7.74242e-05","17.5278475656","2263.8718684096","2","0.0001548484","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",16.1191637631,0,0.2076655052,0.4292682927,0.1707317073,0,0.2940766551,3.4487804878,6.4989547038,0.5916376307,71.174912892,0.5665505226,0.0209059233,0,0.0662020906,0.025087108,"21.4960324691","19.8953367017","1897.40985249","70.9713327259","43.2910212872","35.2745299428","0","2481.61392531","2292.63842773","3003.20996094","160.979684315","4.3349949525","11.8501252326","3.3763066202","3.0487804878","5.1324041812","0","1.2508710801","44.0466898955","15.1825783972","16.4167247387","11.5254355401","0.0202090592",0,0,13.5484828,1.0756696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7556397,0,0.3055954,0,0,0,8.0894395,6.7683507,0,0,37.8545045,0.9261999,14.3519469,40.6931421,2.8022408,0,0,0,0,0,40.6931421,2.8022408,15.2781469,0,86.6923065185547,13.1538457870483,0.0385602451860905,158.573174846563,188.882864686364
