"water_year","flux_kgy","flow_m3y","tp_mgl","RSQ","p.value","RMSE"
2001,548.364207735856,1810299.46994422,0.22,98.7225721488931,0,0.116735329106246
2002,623.047131304208,1595167.2556526,0.22,98.7225721488931,0,0.116735329106246
2003,534.907668739127,1238456.5411217,0.22,98.7225721488931,0,0.116735329106246
2004,513.816993051074,1248736.1691923,0.235,98.7225721488931,0,0.116735329106246
2005,492.670749932861,1276623.11963118,0.21,98.7225721488931,0,0.116735329106246
2006,448.277151582799,1194418.18130307,0.19,98.7225721488931,0,0.116735329106246
2007,425.639435397664,1267815.44766745,0.185,98.7225721488931,0,0.116735329106246
2008,336.374917968257,893000.0741,NA,98.7225721488931,0,0.116735329106246
2009,358.666238961362,1275889.14696753,0.13,98.7225721488931,0,0.116735329106246
2010,2849.41584919225,5190654.6772892,0.2625,98.7225721488931,0,0.116735329106246
2011,238.543128077422,1368088.96244313,0.105,98.7225721488931,0,0.116735329106246
