flow_station_id,water_year,flux_kgy,flow_m3y,tp_mgl,RSQ,p.value,RMSE
12334550,2001,3874.553068,15385193.35,0.275,93.18063222,8.68E-10,0.35421617
12334550,2002,7460.805231,18853311.15,0.2775,93.18063222,8.68E-10,0.35421617
12334550,2003,19941.24796,38374648.64,0.5425,93.18063222,8.68E-10,0.35421617
,,,,,,,
