"water_year","flux_TN_kgy","flux_TP_kgy","flux_TN_kgy_se","flux_TP_kgy_se","flow_m3y","tp_mgl","tn_mgl","RSQ_TN","p.value_TN","RMSE_TN","RSQ_TP","p.value_TP","RMSE_TP"
2001,16275.3145926823,2407.43452212586,15461.7797862834,605.505080329122,6858522.03042941,0.5288,1.6686,94.8819961733071,0,0.378041788318255,85.3135145521919,0,0.591922175714696
2002,3190.78267546437,644.890814870117,440.430028805837,103.173693336591,NA,0.281,1.54075,94.8819961733071,0,0.378041788318255,85.3135145521919,0,0.591922175714696
2003,1331.10900556118,370.650005393037,153.730734579461,56.0023237118001,NA,0.239666666666667,1.03966666666667,94.8819961733071,0,0.378041788318255,85.3135145521919,0,0.591922175714696
2004,483.016930106229,159.064685782443,61.840632756149,27.5177584300816,NA,0.18,0.975,94.8819961733071,0,0.378041788318255,85.3135145521919,0,0.591922175714696
2005,2660.40234114331,580.135363457551,3459.66404978219,160.676483314258,NA,0.308666666666667,0.916333333333333,94.8819961733071,0,0.378041788318255,85.3135145521919,0,0.591922175714696
2006,1840.22211367085,544.994589557914,283.433814156004,89.7067205378406,NA,0.577,1.7075,94.8819961733071,0,0.378041788318255,85.3135145521919,0,0.591922175714696
2007,5242.04573251376,1130.60363483681,3668.79134579085,211.94852018785,NA,0.341,0.83925,94.8819961733071,0,0.378041788318255,85.3135145521919,0,0.591922175714696
2008,12142.6606559615,2530.19895964893,123647.267203752,854.305407470944,NA,0.2826,0.9852,94.8819961733071,0,0.378041788318255,85.3135145521919,0,0.591922175714696
2009,5294.41793984387,1271.89783468118,1279.60802909959,234.763167862611,3668003.92080461,0.4086,1.2514,94.8819961733071,0,0.378041788318255,85.3135145521919,0,0.591922175714696
2010,21666.8253104606,4030.29158225016,96008.6060104795,1236.31119741753,9822511.4999909,0.298,1.68033333333333,94.8819961733071,0,0.378041788318255,85.3135145521919,0,0.591922175714696
2011,10666.4039097835,1962.15762061078,5157.89172059704,425.895168232166,5341388.19664619,0.3345,1.8823,94.8819961733071,0,0.378041788318255,85.3135145521919,0,0.591922175714696
2012,7974.07423398692,1196.78228295486,3299.15603120993,266.308317897889,NA,0.544,2.1891,94.8819961733071,0,0.378041788318255,85.3135145521919,0,0.591922175714696
2013,2350.5317559452,444.286954868468,421.177196481268,66.7010022759334,NA,0.309,1.2968,94.8819961733071,0,0.378041788318255,85.3135145521919,0,0.591922175714696
2014,1345.31251452222,248.659933755072,375.565361987925,42.6367358083255,NA,0.5,0.715,94.8819961733071,0,0.378041788318255,85.3135145521919,0,0.591922175714696
2015,4291.52914243546,510.197291142593,2562.48992707617,116.913009218277,NA,NA,NA,94.8819961733071,0,0.378041788318255,85.3135145521919,0,0.591922175714696
