"water_year","flux_TN_kgy","flux_TP_kgy","flux_TN_kgy_se","flux_TP_kgy_se","flow_m3y","tp_mgl","tn_mgl","RSQ_TN","p.value_TN","RMSE_TN","RSQ_TP","p.value_TP","RMSE_TP"
2001,312907.102059676,54007.0980393384,52298.5736890353,9917.09927370291,84316333.0238584,0.92975,NA,79.7308251484815,2.11797246407741e-12,0.505724400061054,64.8049796091877,0,0.638826366113039
2002,316962.994227862,53135.4917060434,52649.358853305,9152.94951117446,87235342.3071699,0.585,NA,79.7308251484815,2.11797246407741e-12,0.505724400061054,64.8049796091877,0,0.638826366113039
2003,276511.741331529,46397.8387473861,47896.6455807323,7761.57915532721,66251553.1687017,0.387123333333333,NA,79.7308251484815,2.11797246407741e-12,0.505724400061054,64.8049796091877,0,0.638826366113039
2004,286647.694808367,46456.0899085584,50041.2015031054,7515.54557686107,71289464.6586777,0.797363636363636,NA,79.7308251484815,2.11797246407741e-12,0.505724400061054,64.8049796091877,0,0.638826366113039
2005,597010.916866873,86503.298863521,119139.011915475,16658.3177904836,423351273.211337,0.817333333333333,NA,79.7308251484815,2.11797246407741e-12,0.505724400061054,64.8049796091877,0,0.638826366113039
2006,969919.688967918,131911.811367604,197834.671181375,25727.8660940573,581299009.879281,0.194,NA,79.7308251484815,2.11797246407741e-12,0.505724400061054,64.8049796091877,0,0.638826366113039
2007,538042.184112358,73509.1547381526,91763.4762380223,10895.6422087637,189083591.032379,0.209666666666667,NA,79.7308251484815,2.11797246407741e-12,0.505724400061054,64.8049796091877,0,0.638826366113039
2008,478562.064915046,64283.2061490488,85440.4206391872,9933.54129886701,228432346.823875,0.597,NA,79.7308251484815,2.11797246407741e-12,0.505724400061054,64.8049796091877,0,0.638826366113039
2009,523695.998508501,68180.4378192384,95148.7130910351,11022.6365859586,327102501.937066,0.948,NA,79.7308251484815,2.11797246407741e-12,0.505724400061054,64.8049796091877,0,0.638826366113039
2010,463021.071752256,59194.064008348,80176.1461277197,9133.62669385793,223921114.197125,0.4448,3.4362,79.7308251484815,2.11797246407741e-12,0.505724400061054,64.8049796091877,0,0.638826366113039
2011,1506700.36706524,177297.778928065,374455.292084377,44282.9420992348,1197097915.49803,0.255333333333333,1.67277777777778,79.7308251484815,2.11797246407741e-12,0.505724400061054,64.8049796091877,0,0.638826366113039
2012,668300.861338078,78018.7159876239,118670.452760274,12902.5832673307,266110362.245431,0.222142857142857,2.02628571428571,79.7308251484815,2.11797246407741e-12,0.505724400061054,64.8049796091877,0,0.638826366113039
2013,331455.843030828,40579.3093217991,55224.8284217689,6807.34328849699,91612755.2731417,0.285555555555556,3.52855555555556,79.7308251484815,2.11797246407741e-12,0.505724400061054,64.8049796091877,0,0.638826366113039
2014,287315.959929347,35120.6032360135,50223.9103619046,6559.06357812282,66566305.1126277,0.61025,5.44875,79.7308251484815,2.11797246407741e-12,0.505724400061054,64.8049796091877,0,0.638826366113039
2015,290125.589709873,34395.7234803651,52751.8680437033,7053.92074634675,70693433.400297,NA,NA,79.7308251484815,2.11797246407741e-12,0.505724400061054,64.8049796091877,0,0.638826366113039
