water_year,flux_kgy,flow_m3y,tn_mgl,RSQ,p.value,RMSE
2003,1640.924656,883556.8549,2.778054063,98.98230903,0,0.106050115
2004,2399.819958,881727.7781,3.199697188,98.98230903,0,0.106050115
2005,2423.050212,893000.0741,NA,98.98230903,0,0.106050115
2006,1600.255273,878169.1918,3.7925,98.98230903,0,0.106050115
