water_year,flux_kgy,flow_m3y,tn_mgl,RSQ,p.value,RMSE
2001,35325.83931,25904678.37,1.80245,70.97162441,1.11E-16,0.534987485
2002,57757.77375,30029268.25,2.078833333,70.97162441,1.11E-16,0.534987485
2003,59559.92678,29527720.26,2.0295,70.97162441,1.11E-16,0.534987485
2004,39325.60766,25282149.64,1.97975,70.97162441,1.11E-16,0.534987485
2005,19920.99055,23944634.86,1.156166667,70.97162441,1.11E-16,0.534987485
2006,17953.33278,33192690.43,0.830666667,70.97162441,1.11E-16,0.534987485
2007,-3.06E-07,893000.0741,NA,70.97162441,1.11E-16,0.534987485
2008,-3.07E-07,893000.0741,NA,70.97162441,1.11E-16,0.534987485
2009,57280.79784,29995976.33,1.866208333,70.97162441,1.11E-16,0.534987485
